curie	label	clinical_drug_form	rxcui
DRON:00059724	nitenpyram 11.4 MG Oral Tablet	DRON:00032904	880634
DRON:00059725	nitenpyram 57 MG Oral Tablet	DRON:00032904	880640
DRON:00059726	dexamethasone 3 MG/ML Injectable Solution	DRON:00021518	880649
DRON:00059727	24 HR lansoprazole 15 MG Extended Release Capsule	DRON:00030459	880660
DRON:00059728	lansoprazole 15 MG Extended Release Capsule	DRON:00030459	880662
DRON:00059729	Enterococcus faecalis 10000000 UNT/ML / Escherichia coli 10000000 UNT/ML Oral Suspension	DRON:00027074	880778
DRON:00059730	melatonin 5 MG Extended Release Oral Tablet	DRON:00024421	880838
DRON:00059731	chlorpheniramine maleate 0.8 MG/ML / methscopolamine nitrate 0.25 MG/ML / phenylephrine hydrochloride 3 MG/ML Oral Solution	DRON:00026731	881156
DRON:00059732	calcium citrate 2380 MG / cholecalciferol 0.01 MG Chewable Tablet	DRON:00032893	881314
DRON:00059733	Cyclobenzaprine hydrochloride 1 MG/ML / methylsulfonylmethane 65 MG/ML Oral Suspension	DRON:00032906	881320
DRON:00059734	casanthranol 6 MG/ML Oral Suspension	DRON:00032907	881331
DRON:00059735	adefovir dipivoxil 10 MG Oral Tablet	DRON:00031175	881341
DRON:00059736	dexamethasone 0.02 MG/ML Injectable Solution	DRON:00021518	881355
DRON:00059737	inositol niacinate 211.5 MG / niacin 750 MG Oral Capsule	DRON:00025076	881376
DRON:00059738	pyrantel 4.54 MG/ML Oral Suspension	DRON:00023239	882492
DRON:00059739	diphenhydramine hydrochloride 12.5 MG Disintegrating Oral Tablet	DRON:00030315	882504
DRON:00059740	Betamethasone 0.284 MG/ML / Gentamicin Sulfate (USP) 0.57 MG/ML / Isopropyl Alcohol 163 MG/ML Topical Spray	DRON:00032908	882519
DRON:00059741	12.5 ML sildenafil 0.8 MG/ML Injection	DRON:00032909	882527
DRON:00059742	lincomycin 0.066 MG/ML Oral Solution	DRON:00031871	882538
DRON:00059743	clindamycin phosphate 0.012 MG/MG / tretinoin 0.00025 MG/MG Topical Gel	DRON:00031414	882548
DRON:00059744	white ash pollen extract 100 MG/ML Injectable Solution	DRON:00032686	883406
DRON:00059745	Penicillium chrysogenum var. chrysogenum allergenic extract 50 MG/ML Injectable Solution	DRON:00032765	883409
DRON:00059746	American elm pollen extract 100 MG/ML Injectable Solution	DRON:00032612	883416
DRON:00059747	Johnson grass smut allergenic extract 20 MG/ML Injectable Solution	DRON:00032626	883481
DRON:00059748	Johnson grass smut allergenic extract 100 MG/ML Injectable Solution	DRON:00032626	883483
DRON:00059749	box elder maple pollen extract 100 MG/ML Injectable Solution	DRON:00032577	883495
DRON:00059750	box elder maple pollen extract 10000 UNT/ML Injectable Solution	DRON:00032577	883497
DRON:00059751	box elder maple pollen extract 20000 UNT/ML Injectable Solution	DRON:00032577	883499
DRON:00059752	Penicillium chrysogenum var. chrysogenum allergenic extract 1000 UNT/ML Injectable Solution	DRON:00032765	883528
DRON:00059753	piperazine 140 MG Oral Capsule	DRON:00032910	883566
DRON:00059754	piperazine 42.5 MG/ML Oral Solution	DRON:00023042	883572
DRON:00059755	thyroid (USP) 120 MG Delayed Release Oral Tablet	DRON:00023594	883702
DRON:00059756	thyroid (USP) 180 MG Delayed Release Oral Tablet	DRON:00023594	883703
DRON:00059757	thyroid (USP) 60 MG Delayed Release Oral Tablet	DRON:00023594	883704
DRON:00059758	nesiritide 1.5 MG Injection	DRON:00027557	883706
DRON:00059759	sennosides, USP 187 MG Oral Tablet	DRON:00023367	883718
DRON:00059760	sennosides, USP 217 MG Oral Tablet	DRON:00023367	883720
DRON:00059761	sennosides, USP 374 MG Oral Tablet	DRON:00023367	883722
DRON:00059762	sennosides, USP 35.2 MG/ML Oral Solution	DRON:00025390	883726
DRON:00059763	sennosides, USP 65.2 MG/ML Oral Solution	DRON:00025390	883728
DRON:00059764	alpha tocopherol 30 UNT / ascorbic acid 30 MG / docosahexaenoic acid 250 MG / eicosapentaenoic acid 0.625 MG / ferrous fumarate 83 MG / folic acid 1 MG / pyridoxine 25 MG / tricalcium phosphate 100 MG Oral Capsule	DRON:00032911	883748
DRON:00059765	270 ACTUAT epinephrine 0.22 MG/ACTUAT Metered Dose Inhaler	DRON:00031770	883806
DRON:00059766	salicylic acid 10 MG/ML Medicated Pad	DRON:00032208	883808
DRON:00059767	cat hair extract 5000 UNT/ML Injectable Solution	DRON:00024280	883813
DRON:00059768	tranexamic acid 650 MG Oral Tablet	DRON:00023647	883826
DRON:00059769	California black walnut pollen extract 10000 UNT/ML Injectable Solution	DRON:00032699	884079
DRON:00059770	clonidine hydrochloride 0.1 MG Oral Tablet	DRON:00021396	884173
DRON:00059771	black willow pollen extract 10000 UNT/ML Injectable Solution	DRON:00032634	884183
DRON:00059772	clonidine hydrochloride 0.2 MG Oral Tablet	DRON:00021396	884185
DRON:00059773	clonidine hydrochloride 0.3 MG Oral Tablet	DRON:00021396	884189
DRON:00059774	chlorthalidone 15 MG / clonidine hydrochloride 0.1 MG Oral Tablet	DRON:00021393	884192
DRON:00059775	chlorthalidone 15 MG / clonidine hydrochloride 0.2 MG Oral Tablet	DRON:00021393	884198
DRON:00059776	chlorthalidone 15 MG / clonidine hydrochloride 0.3 MG Oral Tablet	DRON:00021393	884203
DRON:00059777	10 ML clonidine hydrochloride 0.1 MG/ML Injection	DRON:00021395	884221
DRON:00059778	10 ML clonidine hydrochloride 0.5 MG/ML Injection	DRON:00021395	884225
DRON:00059779	nystatin 100 UNT/MG Topical Ointment	DRON:00022748	884308
DRON:00059780	dextroamphetamine sulfate 10 MG Oral Tablet	DRON:00021542	884385
DRON:00059781	dextroamphetamine sulfate 5 MG Oral Tablet	DRON:00021542	884386
DRON:00059782	dextroamphetamine sulfate 10 MG Extended Release Oral Capsule	DRON:00021541	884520
DRON:00059783	dextroamphetamine sulfate 1 MG/ML Oral Solution	DRON:00032060	884522
DRON:00059784	dextroamphetamine sulfate 15 MG Extended Release Oral Capsule	DRON:00021541	884532
DRON:00059785	dextroamphetamine sulfate 5 MG Extended Release Oral Capsule	DRON:00021541	884535
DRON:00059786	eltrombopag 75 MG Oral Tablet	DRON:00032391	884617
DRON:00059787	calcium pyruvate 750 MG / dihydroxyacetone 5 MG Oral Capsule	DRON:00032912	884633
DRON:00059788	Ascorbic Acid 60 MG / Folic Acid 0.3 MG / Niacin 13.5 MG / pyridoxine 1.05 MG / Riboflavin 1.2 MG / Sodium Fluoride 0.25 MG / Thiamine 1.05 MG / Vitamin A 2500 UNT / Vitamin B 12 0.0045 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Chewable Tablet	DRON:00032913	884637
DRON:00059789	benzocaine 52.5 MG/ML / calamine 145 MG/ML / camphor 7.7 MG/ML Topical Spray	DRON:00032914	884645
DRON:00059790	Ascorbic Acid 60 MG / Folic Acid 0.3 MG / Niacin 13.5 MG / pyridoxine 1.05 MG / Riboflavin 1.2 MG / Sodium Fluoride 0.5 MG / Thiamine 1.05 MG / Vitamin A 2500 UNT / Vitamin B 12 0.0045 MG / Vitamin D 400 UNT / Vitamin E 15 UNT Chewable Tablet	DRON:00032913	884648
DRON:00059791	amphetamine sulfate 5 MG Oral Tablet	DRON:00020802	884655
DRON:00059792	dextroamphetamine sulfate 15 MG Oral Capsule	DRON:00021540	884660
DRON:00059793	dextroamphetamine sulfate 15 MG Oral Tablet	DRON:00021542	884684
DRON:00059794	1 ML ecallantide 10 MG/ML Injection	DRON:00032916	884698
DRON:00059795	estradiol 0.01 MG Vaginal Insert	DRON:00021822	884707
DRON:00059796	factor VIII (Human) 90 UNT/ML / von Willebrand Factor (Human) 90 UNT/ML Injectable Solution	DRON:00032392	884738
DRON:00059797	docosahexaenoic acid 500 MG / eicosapentaenoic acid 760 MG / omega-3 acid ethyl esters (USP) 190 MG Oral Capsule	DRON:00032917	884748
DRON:00059798	docosahexaenoic acid 500 MG / eicosapentaenoic acid 760 MG / omega-3 acid ethyl esters (USP) 190 MG / pyridoxine 16 MG / vitamin B12 0.012 MG Oral Capsule	DRON:00032918	884755
DRON:00059799	bromelains 100 MG Chewable Tablet	DRON:00032919	884772
DRON:00059800	Calcium Carbonate 600 MG / Cholecalciferol 1000 UNT Oral Tablet	DRON:00024622	884773
DRON:00059801	coal tar 10 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo	DRON:00026088	884778
DRON:00059802	ubidecarenone 15 MG Oral Tablet	DRON:00030810	884780
DRON:00059803	ethanol 0.65 ML/ML Topical Solution	DRON:00025472	884783
DRON:00059804	ethanol 0.65 ML/ML Medicated Pad	DRON:00032920	884787
DRON:00059805	menthol 25 MG/ML Topical Solution	DRON:00024426	884802
DRON:00059806	menthol 0.0045 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment	DRON:00031732	884804
DRON:00059807	omega-3 acid ethyl esters (USP) 1050 MG Oral Capsule	DRON:00032372	884808
DRON:00059808	Omega-3 Acid Ethyl Esters (USP) 725 MG Oral Capsule	DRON:00032372	884813
DRON:00059809	Omega-3 Acid Ethyl Esters (USP) 952 MG Oral Capsule	DRON:00032372	884821
DRON:00059810	Omega-3 Acid Ethyl Esters (USP) 340 MG Enteric Coated Capsule	DRON:00032921	884824
DRON:00059811	omega-3 acid ethyl esters (USP) 1050 MG / pyridoxine 8 MG / vitamin B12 0.006 MG Oral Capsule	DRON:00032922	884828
DRON:00059812	omega-3 acid ethyl esters (USP) 725 MG / pyridoxine 8 MG / vitamin B12 0.006 MG Oral Capsule	DRON:00032922	884829
DRON:00059813	benzoyl peroxide 0.025 MG/MG / clindamycin phosphate 0.012 MG/MG Topical Gel	DRON:00027177	885131
DRON:00059814	Agkistrodon piscivorus antivenin 780 UNT / Crotalus adamanteus antivenin 420 UNT / Crotalus atrox antivenin 1270 UNT / Crotalus scutulatus antivenin 5570 UNT Injection	DRON:00032923	885192
DRON:00059815	2 ML benztropine mesylate 1 MG/ML Injection	DRON:00020929	885205
DRON:00059816	benztropine mesylate 2 MG Oral Tablet	DRON:00020931	885209
DRON:00059817	benztropine mesylate 1 MG Oral Tablet	DRON:00020931	885213
DRON:00059818	benztropine mesylate 0.5 MG Oral Tablet	DRON:00020931	885219
DRON:00059819	benzocaine 6 MG Disintegrating Oral Tablet	DRON:00032924	885225
DRON:00059820	Cromolyn Sodium 5 MG/ACTUAT Inhalant Powder	DRON:00026799	885241
DRON:00059821	2 ML somatropin 2.5 MG/ML Pen Injector	DRON:00031660	885385
DRON:00059822	cholecalciferol 0.125 MG/ML Oral Solution	DRON:00021310	885489
DRON:00059823	24 HR ferrous sulfate 142 MG Extended Release Oral Tablet	DRON:00021917	885578
DRON:00059824	ferrous sulfate 142 MG Extended Release Oral Tablet	DRON:00021917	885581
DRON:00059825	carprofen 100 MG Oral Tablet	DRON:00032925	885726
DRON:00059826	carprofen 25 MG Oral Tablet	DRON:00032925	885729
DRON:00059827	carprofen 75 MG Oral Tablet	DRON:00032925	885737
DRON:00059828	southern ragweed pollen extract 50 MG/ML Injectable Solution	DRON:00032926	885753
DRON:00059829	southern ragweed pollen extract 100 MG/ML Injectable Solution	DRON:00032926	885755
DRON:00059830	florfenicol 300 MG/ML / flunixin 16.5 MG/ML Injectable Solution	DRON:00032929	885850
DRON:00059831	balsalazide disodium 750 MG Oral Capsule	DRON:00024033	885857
DRON:00059832	olanzapine 150 MG/ML Injectable Suspension	DRON:00032930	885865
DRON:00059833	24 HR clonidine 0.09 MG/ML Extended Release Suspension	DRON:00032927	885878
DRON:00059834	clonidine 0.09 MG/ML Extended Release Suspension	DRON:00032927	885879
DRON:00059835	24 HR clonidine 0.17 MG Extended Release Oral Tablet	DRON:00032928	885880
DRON:00059836	clonidine hydrochloride 0.2 MG Extended Release Oral Tablet	DRON:00032928	885881
DRON:00059837	24 HR Clonidine Hydrochloride 0.3 MG Extended Release Tablet	DRON:00032928	885882
DRON:00059838	Clonidine Hydrochloride 0.3 MG Extended Release Tablet	DRON:00032928	885883
DRON:00059839	6 ACTUAT interferon alfa-2b 10000000 UNT/ACTUAT Prefilled Syringe	DRON:00032535	886618
DRON:00059840	butorphanol tartrate 2 MG/ML Injectable Solution	DRON:00021054	886622
DRON:00059841	1 ML butorphanol tartrate 1 MG/ML Injection	DRON:00021054	886627
DRON:00059842	butorphanol tartrate 1 MG/ACTUAT Metered Dose Nasal Spray	DRON:00024005	886634
DRON:00059843	flecainide acetate 50 MG Oral Tablet	DRON:00030435	886662
DRON:00059844	flecainide acetate 100 MG Oral Tablet	DRON:00030435	886666
DRON:00059845	flecainide acetate 150 MG Oral Tablet	DRON:00030435	886671
DRON:00059846	flecainide acetate 10 MG/ML Injectable Solution	DRON:00030436	886676
DRON:00059847	clidinium bromide 2.5 MG Oral Capsule	DRON:00023824	886677
DRON:00059848	clidinium bromide 5 MG Oral Capsule	DRON:00023824	886681
DRON:00059849	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule	DRON:00024131	889520
DRON:00059850	corn pollen extract 40000 UNT/ML Injectable Solution	DRON:00032607	889527
DRON:00059851	corn pollen extract 20000 UNT/ML Injectable Solution	DRON:00032607	889530
DRON:00059852	corn pollen extract 10000 UNT/ML Injectable Solution	DRON:00032607	889532
DRON:00059853	corn pollen extract 100 MG/ML Injectable Solution	DRON:00032607	889534
DRON:00059854	corn smut allergenic extract 40000 UNT/ML Injectable Solution	DRON:00024789	889536
DRON:00059855	corn smut allergenic extract 20000 UNT/ML Injectable Solution	DRON:00024789	889538
DRON:00059856	corn smut allergenic extract 10000 UNT/ML Injectable Solution	DRON:00024789	889540
DRON:00059857	corn smut allergenic extract 100 MG/ML Injectable Solution	DRON:00024789	889542
DRON:00059858	American elm pollen extract 40000 UNT/ML Injectable Solution	DRON:00032612	889556
DRON:00059859	American elm pollen extract 20000 UNT/ML Injectable Solution	DRON:00032612	889558
DRON:00059860	American elm pollen extract 10000 UNT/ML Injectable Solution	DRON:00032612	889560
DRON:00059861	wheat pollen extract 40000 UNT/ML Injectable Solution	DRON:00032866	889563
DRON:00059862	wheat pollen extract 20000 UNT/ML Injectable Solution	DRON:00032866	889565
DRON:00059863	wheat pollen extract 10000 UNT/ML Injectable Solution	DRON:00032866	889567
DRON:00059864	wheat pollen extract 100 MG/ML Injectable Solution	DRON:00032866	889571
DRON:00059865	wheat pollen extract 50 MG/ML Injectable Solution	DRON:00032866	889573
DRON:00059866	calcium citrate 125 MG / cholecalciferol 62.5 UNT Oral Tablet	DRON:00024625	889575
DRON:00059867	Trichophyton mentagrophytes allergenic extract 40000 UNT/ML Injectable Solution	DRON:00032865	889577
DRON:00059868	Trichophyton mentagrophytes allergenic extract 20000 UNT/ML Injectable Solution	DRON:00032865	889579
DRON:00059869	calcium citrate 250 MG / cholecalciferol 62.5 UNT Oral Tablet	DRON:00024625	889580
DRON:00059870	Trichophyton mentagrophytes allergenic extract 10000 UNT/ML Injectable Solution	DRON:00032865	889585
DRON:00059871	Trichophyton mentagrophytes allergenic extract 100 MG/ML Injectable Solution	DRON:00032865	889587
DRON:00059872	Trichophyton mentagrophytes allergenic extract 50 MG/ML Injectable Solution	DRON:00032865	889590
DRON:00059873	tobacco leaf allergenic extract 20000 UNT/ML Injectable Solution	DRON:00032614	889594
DRON:00059874	tobacco leaf allergenic extract 10000 UNT/ML Injectable Solution	DRON:00032614	889596
DRON:00059875	tobacco leaf allergenic extract 50 MG/ML Injectable Solution	DRON:00032614	889598
DRON:00059876	tobacco leaf allergenic extract 25 MG/ML Injectable Solution	DRON:00032614	889600
DRON:00059877	wheat smut allergenic extract 40000 UNT/ML Injectable Solution	DRON:00032735	889606
DRON:00059878	wheat smut allergenic extract 20000 UNT/ML Injectable Solution	DRON:00032735	889611
DRON:00059879	chlordiazepoxide hydrochloride 5 MG / clidinium bromide 2.5 MG Oral Capsule	DRON:00023987	889614
DRON:00059880	wheat smut allergenic extract 10000 UNT/ML Injectable Solution	DRON:00032735	889618
DRON:00059881	wheat smut allergenic extract 100 MG/ML Injectable Solution	DRON:00032735	889620
DRON:00059882	salt cedar pollen extract 40000 UNT/ML Injectable Solution	DRON:00032737	889628
DRON:00059883	salt cedar pollen extract 20000 UNT/ML Injectable Solution	DRON:00032737	889630
DRON:00059884	salt cedar pollen extract 10000 UNT/ML Injectable Solution	DRON:00032737	889632
DRON:00059885	salt cedar pollen extract 100 MG/ML Injectable Solution	DRON:00032737	889636
DRON:00059886	queen palm pollen extract 40000 UNT/ML Injectable Solution	DRON:00032864	889639
DRON:00059887	queen palm pollen extract 20000 UNT/ML Injectable Solution	DRON:00032864	889642
DRON:00059888	queen palm pollen extract 10000 UNT/ML Injectable Solution	DRON:00032864	889645
DRON:00059889	queen palm pollen extract 100 MG/ML Injectable Solution	DRON:00032864	889648
DRON:00059890	queen palm pollen extract 50 MG/ML Injectable Solution	DRON:00032864	889650
DRON:00059891	hog skin extract 20000 UNT/ML Injectable Solution	DRON:00032739	889656
DRON:00059892	hog skin extract 10000 UNT/ML Injectable Solution	DRON:00032739	889658
DRON:00059893	hog skin extract 100 MG/ML Injectable Solution	DRON:00032739	889660
DRON:00059894	Johnson grass pollen extract 40000 UNT/ML Injectable Solution	DRON:00032628	889664
DRON:00059895	Johnson grass pollen extract 20000 UNT/ML Injectable Solution	DRON:00032628	889666
DRON:00059896	Johnson grass pollen extract 10000 UNT/ML Injectable Solution	DRON:00032628	889668
DRON:00059897	Johnson grass pollen extract 100 MG/ML Injectable Solution	DRON:00032628	889671
DRON:00059898	5000 MG Butoconazole nitrate 20 MG/ML Prefilled Applicator	DRON:00032931	890780
DRON:00059899	butoconazole nitrate 20 MG/ML Vaginal Cream	DRON:00027175	890785
DRON:00059900	magnesium oxide 276000 MG Oral Tablet	DRON:00022347	890854
DRON:00059901	deracoxib 75 MG Chewable Tablet	DRON:00031368	890913
DRON:00059902	5000 MG Clindamycin 20 MG/ML Prefilled Applicator	DRON:00032932	890921
DRON:00059903	milbemycin oxime 11.5 MG Oral Tablet	DRON:00032933	890926
DRON:00059904	milbemycin oxime 2.3 MG Oral Tablet	DRON:00032933	890931
DRON:00059905	milbemycin oxime 23 MG Oral Tablet	DRON:00032933	890935
DRON:00059906	milbemycin oxime 5.75 MG Oral Tablet	DRON:00032933	890939
DRON:00059907	0.5 ML Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008 strai	DRON:00032784	890948
DRON:00059908	erythromycin 0.0053 MG/ML Topical Solution	DRON:00021810	890953
DRON:00059909	lufenuron 205 MG Oral Tablet	DRON:00032934	890963
DRON:00059910	lufenuron 410 MG Oral Tablet	DRON:00032934	890969
DRON:00059911	lufenuron 45 MG Oral Tablet	DRON:00032934	890973
DRON:00059912	lufenuron 90 MG Oral Tablet	DRON:00032934	890977
DRON:00059913	calcium chloride 0.000996 MEQ/ML / glucose 1.4 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution	DRON:00032873	891073
DRON:00059914	enrofloxacin 22.7 MG/ML Injectable Solution	DRON:00032935	891111
DRON:00059915	emodepside 21.4 MG/ML / Praziquantel 85.7 MG/ML Topical Solution	DRON:00032936	891126
DRON:00059916	aspirin 15600 MG Oral Tablet	DRON:00020557	891134
DRON:00059917	aspirin 31200 MG Oral Tablet	DRON:00020557	891136
DRON:00059918	miconazole nitrate 23 MG/ML / polymyxin B sulfate 0.5293 MG/ML / prednisolone acetate 5 MG/ML Otic Suspension	DRON:00032937	891149
DRON:00059919	Azithromycin 2 MG/ML Injectable Solution	DRON:00024808	891294
DRON:00059920	cholecalciferol 0.025 MG/ACTUAT Mucosal Spray	DRON:00032938	891441
DRON:00059921	vitamin B12 0.2 MG/ACTUAT Mucosal Spray	DRON:00032939	891444
DRON:00059922	12 HR dexchlorpheniramine 6 MG / Phenylephrine 40 MG Extended Release Tablet	DRON:00031601	891445
DRON:00059923	dexchlorpheniramine 6 MG / Phenylephrine 40 MG Extended Release Tablet	DRON:00031601	891446
DRON:00059924	glucose 1000 MG Chewable Tablet	DRON:00022031	891451
DRON:00059925	Potassium Chloride 0.167 MEQ/ML Oral Solution	DRON:00023088	891453
DRON:00059926	alpha tocopherol 30 UNT / ascorbic acid 60 MG / cholecalciferol 400 UNT / copper sulfate 2 MG / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 90 MG / magnesium oxide 25 MG / pyridoxine hydrochloride 3 MG / retinol acetate 3500 UNT / riboflavin 3 MG / thiamine mononitrate 2 MG / vitamin B12 0.012 MG / zinc sulfate 20 MG Oral Tablet	DRON:00032940	891458
DRON:00059927	zinc sulfate 140 MG Oral Tablet	DRON:00023801	891479
DRON:00059928	Potassium Chloride 0.0833 MEQ/ML Oral Solution	DRON:00023088	891487
DRON:00059929	arabica coffee bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032942	891505
DRON:00059930	brazil nut allergenic extract 50 MG/ML Injectable Solution	DRON:00032943	891517
DRON:00059931	ascorbic acid 100 MG / biotin 0.15 MG / calcium pantothenate 5 MG / folic acid 1 MG / niacin 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine mononitrate 1.5 MG / vitamin B12 0.006 MG Oral Capsule	DRON:00032944	891522
DRON:00059932	coconut allergenic extract 50 MG/ML Injectable Solution	DRON:00032945	891614
DRON:00059933	coconut allergenic extract 100 MG/ML Injectable Solution	DRON:00032945	891628
DRON:00059934	hazelnut allergenic extract 50 MG/ML Injectable Solution	DRON:00032946	891636
DRON:00059935	kidney bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032947	891640
DRON:00059936	lima bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032948	891644
DRON:00059937	lima bean allergenic extract 100 MG/ML Injectable Solution	DRON:00032948	891646
DRON:00059938	mung bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032949	891650
DRON:00059939	nutmeg allergenic extract 50 MG/ML Injectable Solution	DRON:00032950	891655
DRON:00059940	brazil nut allergenic extract 100 MG/ML Injectable Solution	DRON:00032943	891657
DRON:00059941	peanut allergenic extract 50 MG/ML Injectable Solution	DRON:00032951	891661
DRON:00059942	peanut allergenic extract 100 MG/ML Injectable Solution	DRON:00032951	891663
DRON:00059943	soybean allergenic extract 50 MG/ML Injectable Solution	DRON:00032952	891671
DRON:00059944	soybean allergenic extract 100 MG/ML Injectable Solution	DRON:00032952	891675
DRON:00059945	string bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032953	891679
DRON:00059946	string bean allergenic extract 100 MG/ML Injectable Solution	DRON:00032953	891681
DRON:00059947	English walnut allergenic extract 50 MG/ML Injectable Solution	DRON:00032954	891690
DRON:00059948	cholecalciferol 0.357 MG/ML Oral Solution	DRON:00021310	891692
DRON:00059949	English walnut allergenic extract 100 MG/ML Injectable Solution	DRON:00032954	891694
DRON:00059950	black walnut allergenic extract 50 MG/ML Injectable Solution	DRON:00032955	891698
DRON:00059951	ascorbic acid 60 MG / cuprous oxide 2 MG / dl-alpha tocopheryl acetate 30 MG / lutein 6 MG / zinc oxide 15 MG Oral Capsule	DRON:00032956	891706
DRON:00059952	dimethicone 13 MG/ML Topical Lotion	DRON:00026226	891710
DRON:00059953	ascorbic acid 200 MG / beta carotene 1000 UNT / cuprous oxide 2 MG / dl-alpha tocopheryl acetate 60 UNT / lutein 2 MG / sodium selenate 0.055 MG / zinc oxide 40 MG Oral Tablet	DRON:00032957	891716
DRON:00059954	cocoa bean allergenic extract 50 MG/ML Injectable Solution	DRON:00032958	891724
DRON:00059955	cocoa bean allergenic extract 100 MG/ML Injectable Solution	DRON:00032958	891726
DRON:00059956	coffee bean allergenic extract 100 MG/ML Injectable Solution	DRON:00032959	891730
DRON:00059957	Lactobacillus acidophilus 600 MG Oral Capsule	DRON:00027521	891742
DRON:00059958	Omega-3 Acid Ethyl Esters (USP) 600 MG / Vitamin E 10 UNT Oral Capsule	DRON:00032960	891751
DRON:00059959	American chestnut allergenic extract 50 MG/ML Injectable Solution	DRON:00032961	891755
DRON:00059960	American chestnut allergenic extract 100 MG/ML Injectable Solution	DRON:00032961	891761
DRON:00059961	apple allergenic extract 100 MG/ML Injectable Solution	DRON:00032962	891774
DRON:00059962	sodium fluoride 0.00243 MG/MG Toothpaste	DRON:00023411	891775
DRON:00059963	artichoke allergenic extract 100 MG/ML Injectable Solution	DRON:00032963	891779
DRON:00059964	ascorbic acid 226 MG / beta carotene 14320 UNT / cuprous oxide 0.8 MG / dl-alpha tocopheryl acetate 200 UNT / zinc oxide 34.8 MG Oral Capsule	DRON:00032964	891790
DRON:00059965	sodium monofluorophosphate 0.00884 MG/MG Toothpaste	DRON:00025419	891795
DRON:00059966	asparagus allergenic extract 50 MG/ML Injectable Solution	DRON:00032965	891799
DRON:00059967	asparagus allergenic extract 100 MG/ML Injectable Solution	DRON:00032965	891805
DRON:00059968	zinc oxide 0.1 MG/MG Topical Powder	DRON:00020442	891806
DRON:00059969	ascorbic acid 113 MG / beta carotene 7160 MG / cuprous oxide 0.4 MG / dl-alpha tocopheryl acetate 100 UNT / zinc oxide 17.4 MG Oral Tablet	DRON:00032966	891812
DRON:00059970	ascorbic acid 226 MG / cuprous oxide 0.8 MG / dl-alpha tocopheryl acetate 200 UNT / lutein 5 MG / zinc oxide 34.8 MG Oral Capsule	DRON:00032956	891816
DRON:00059971	banana allergenic extract 100 MG/ML Injectable Solution	DRON:00032967	891833
DRON:00059972	black walnut allergenic extract 100 MG/ML Injectable Solution	DRON:00032955	891864
DRON:00059973	morphine sulfate 100 MG Extended Release Oral Tablet	DRON:00022584	891874
DRON:00059974	12 HR morphine sulfate 15 MG Extended Release Oral Tablet	DRON:00022584	891878
DRON:00059975	morphine sulfate 15 MG Extended Release Oral Tablet	DRON:00022584	891881
DRON:00059976	12 HR morphine sulfate 100 MG Extended Release Oral Tablet	DRON:00022584	891883
DRON:00059977	12 HR morphine sulfate 30 MG Extended Release Oral Tablet	DRON:00022584	891885
DRON:00059978	morphine sulfate 30 MG Extended Release Oral Tablet	DRON:00022584	891888
DRON:00059979	12 HR morphine sulfate 60 MG Extended Release Oral Tablet	DRON:00022584	891890
DRON:00059980	morphine sulfate 60 MG Extended Release Oral Tablet	DRON:00022584	891893
DRON:00059981	butafosfan 100 MG/ML / vitamin B12 0.05 MG/ML Injectable Solution	DRON:00032968	892076
DRON:00059982	enrofloxacin 100 MG/ML Injectable Solution	DRON:00032935	892086
DRON:00059983	febantel 680 MG / praziquantel 136 MG / pyrantel 136 MG Oral Tablet	DRON:00032969	892093
DRON:00059984	febantel 680 MG / praziquantel 136 MG / pyrantel 136 MG Chewable Tablet	DRON:00032970	892099
DRON:00059985	ponazuril 0.15 MG/MG Oral Paste	DRON:00032971	892104
DRON:00059986	aspirin 3900 MG Oral Tablet	DRON:00020557	892160
DRON:00059987	bluefish allergenic extract 50 MG/ML Injectable Solution	DRON:00032972	892184
DRON:00059988	Potassium Chloride 0.125 MEQ/ML Oral Solution	DRON:00023088	892218
DRON:00059989	potassium gluconate 0.167 MEQ/ML Oral Solution	DRON:00023097	892235
DRON:00059990	Ascorbic Acid 100 MG/ML / Potassium Chloride 3 MEQ/ML Injectable Solution	DRON:00025834	892237
DRON:00059991	levothyroxine sodium 0.1 MG Oral Tablet	DRON:00022261	892246
DRON:00059992	levothyroxine sodium 0.2 MG Oral Tablet	DRON:00022261	892251
DRON:00059993	levothyroxine sodium 0.3 MG Oral Tablet	DRON:00022261	892255
