curie	label	clinical_drug	rxcui
DRON:00084892	Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG / Phenylephrine Hydrochloride 20 MG Extended Release Tablet [Endacon]	DRON:00063683	1045367
DRON:00084893	Camphor 0.11 MG/MG / Menthol 0.076 MG/MG / methyl salicylate 0.14 MG/MG Topical Ointment [Katinko]	DRON:00063685	1045375
DRON:00084894	capsaicin 0.00025 MG/MG Medicated Patch [WellPatch]	DRON:00063534	1045382
DRON:00084895	coal tar 6.6 MG/ML Topical Solution [Psoriasin]	DRON:00063688	1045399
DRON:00084896	dasatinib 140 MG Oral Tablet [Sprycel]	DRON:00063689	1045404
DRON:00084897	dasatinib 80 MG Oral Tablet [Sprycel]	DRON:00063690	1045408
DRON:00084898	Salicylic Acid 0.005 MG/MG Medicated Bar Soap [Aveeno Clear]	DRON:00061898	1045413
DRON:00084899	2 ML eribulin mesylate 0.5 MG/ML Injection [Halaven]	DRON:00063695	1045460
DRON:00084900	Caffeine 200 MG Oral Tablet [Diurex Water Caps]	DRON:00036098	1045463
DRON:00084901	benzalkonium chloride 1 MG/ML Topical Foam [Meditize]	DRON:00063375	1045481
DRON:00084902	menthol 15 MG/ML Topical Cream [Celadrin]	DRON:00063696	1045486
DRON:00084903	petrolatum 300 MG/ML Topical Cream [Vaseline]	DRON:00063513	1045489
DRON:00084904	Sodium Fluoride 0.0024 MG/MG Toothpaste [Mentadent]	DRON:00049724	1045493
DRON:00084905	Sodium monofluorophosphate 0.0115 MG/MG Toothpaste [Aim Clinical]	DRON:00063697	1045499
DRON:00084906	benzocaine 6 MG / dextromethorphan hydrobromide 5 MG / menthol 10 MG Oral Lozenge [Chloraseptic Sore Throat + Cough]	DRON:00063698	1045541
DRON:00084907	pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Poly D]	DRON:00063354	1045553
DRON:00084908	pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Poly Histine D]	DRON:00063354	1045558
DRON:00084909	hydrocortisone acetate 5 MG/ML / Lidocaine Hydrochloride 30 MG/ML Topical Cream [Rectacreme]	DRON:00062993	1045565
DRON:00084910	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Robafen CF Reformulated Feb 2008]	DRON:00063671	1045571
DRON:00084911	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Robitussin Cough & Cold CF]	DRON:00063671	1045578
DRON:00084912	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Tussex]	DRON:00063671	1045585
DRON:00084913	Naphazoline Hydrochloride 0.12 MG/ML Ophthalmic Solution [Clear Eyes]	DRON:00063558	1045600
DRON:00084914	clotrimazole 10 MG/ML Topical Solution [Fungicure Solution]	DRON:00044513	1045620
DRON:00084915	clotrimazole 10 MG/ML Topical Spray [Fungicure Solution]	DRON:00047484	1045623
DRON:00084916	Menthol 85 MG/ML Topical Lotion [Kerasal Pain]	DRON:00063635	1046228
DRON:00084917	naphazoline hydrochloride 0.2 MG/ML Ophthalmic Solution [Nazil]	DRON:00063714	1046234
DRON:00084918	chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG Oral Tablet [Cosamin]	DRON:00051394	1046238
DRON:00084919	chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG Oral Tablet [Schiff]	DRON:00051394	1046242
DRON:00084920	petrolatum 0.703 MG/MG Topical Ointment [Desitin Clear]	DRON:00063716	1046252
DRON:00084921	naphazoline hydrochloride 0.12 MG/ML Ophthalmic Solution [Allerest Eye Drops]	DRON:00063558	1046254
DRON:00084922	naphazoline hydrochloride 0.12 MG/ML Ophthalmic Solution [Naphcon]	DRON:00063558	1046256
DRON:00084923	naphazoline hydrochloride 0.2 MG/ML Ophthalmic Solution [VasoClear]	DRON:00063714	1046263
DRON:00084924	naphazoline hydrochloride 0.25 MG/ML / pheniramine maleate 3 MG/ML Ophthalmic Solution [Naphcon A]	DRON:00063559	1046266
DRON:00084925	Colloidal oatmeal 10 MG/ML Topical Cream [Aveeno Active Naturals]	DRON:00038169	1046270
DRON:00084926	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Albalon]	DRON:00063717	1046274
DRON:00084927	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Allersol]	DRON:00063717	1046276
DRON:00084928	salicylic acid 30 MG/ML Medicated Liquid Soap [Psoriasin Wash]	DRON:00063718	1046281
DRON:00084929	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Nafazair]	DRON:00063717	1046283
DRON:00084930	polyvinyl alcohol 0.014 ML/ML / povidone 6 MG/ML Ophthalmic Solution [MiniDrops]	DRON:00047679	1046287
DRON:00084931	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Naphcon]	DRON:00063717	1046289
DRON:00084932	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Vasocon]	DRON:00063717	1046291
DRON:00084933	gentamicin 0.001 MG/MG Topical Ointment [Garamycin]	DRON:00044970	1046298
DRON:00084934	gentamicin 0.003 MG/MG Ophthalmic Ointment [Garamycin]	DRON:00044971	1046301
DRON:00084935	gentamicin 1 MG/ML Topical Cream [Garamycin]	DRON:00035581	1046305
DRON:00084936	gentamicin 3 MG/ML Ophthalmic Solution [Garamycin]	DRON:00044972	1046307
DRON:00084937	chlorhexidine gluconate 10 MG/ML Ophthalmic Irrigation Solution [KleerSight]	DRON:00063722	1046320
DRON:00084938	benzocaine 15 MG / menthol 10 MG Oral Lozenge [Chloraseptic Sore Throat]	DRON:00063724	1046353
DRON:00084939	naphazoline hydrochloride 0.25 MG/ML / pheniramine maleate 3 MG/ML Ophthalmic Solution [AK-Con-A]	DRON:00063559	1046355
DRON:00084940	naphazoline hydrochloride 0.25 MG/ML / pheniramine maleate 3 MG/ML Ophthalmic Solution [Ocuhist]	DRON:00063559	1046361
DRON:00084941	acetaminophen 500 MG Oral Tablet [BF-Paradac]	DRON:00036033	1046375
DRON:00084942	Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Sinutab Sinus]	DRON:00063725	1046382
DRON:00084943	Acetaminophen 21.7 MG/ML / Chlorpheniramine Maleate 0.133 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML Oral Solution [NyQuil Alchohol Free]	DRON:00063726	1046388
DRON:00084944	Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution [Nyquil Cold & Flu]	DRON:00063535	1046392
DRON:00084945	1.7 ML denosumab 70 MG/ML Injection [Xgeva]	DRON:00063727	1046402
DRON:00084946	100 ML amiodarone hydrochloride 1.5 MG/ML Injection [Nexterone]	DRON:00063728	1046408
DRON:00084947	200 ML amiodarone hydrochloride 1.8 MG/ML Injection [Nexterone]	DRON:00058330	1046410
DRON:00084948	Calcium Glycerophosphate 1.3 MG/ML / Sodium monofluorophosphate 7.6 MG/ML Toothpaste [Perioe Breath Care]	DRON:00063729	1046419
DRON:00084949	Calcium Glycerophosphate 1.3 MG/ML / Pyridoxine Hydrochloride 0.3 MG/ML / Sodium monofluorophosphate 7.6 MG/ML Toothpaste [Perioe Cavity Care]	DRON:00063730	1046427
DRON:00084950	menthol 12.5 MG/ML Topical Cream [Celadrin]	DRON:00049763	1046429
DRON:00084951	allantoin 0.01 MG/MG Topical Gel [Burn-B Gone OTC]	DRON:00063678	1046438
DRON:00084952	Benzoyl Peroxide 60 MG/ML Topical Cream [Proactiv]	DRON:00056270	1046449
DRON:00084953	menthol 12.5 MG/ML Topical Cream [FlexGen]	DRON:00049763	1046474
DRON:00084954	Salicylic Acid 0.02 MG/MG Topical Gel [Neutrogena Rapid Clear Gel]	DRON:00046906	1046486
DRON:00084955	Salicylic Acid 5 MG/ML Topical Spray [Neutrogena Body Clear]	DRON:00063733	1046491
DRON:00084956	Sodium monofluorophosphate 0.0084 MG/MG Toothpaste [Mentadent Whitening Polish]	DRON:00063734	1046497
DRON:00084957	Salicylic Acid 0.01 MG/MG Medicated Bar Soap [Proactiv Cleansing]	DRON:00037633	1046501
DRON:00084958	Salicylic Acid 20 MG/ML Medicated Liquid Soap [Proactiv Cleansing]	DRON:00053991	1046504
DRON:00084959	lidocaine hydrochloride 40 MG/ML Topical Cream [Cutiecaine]	DRON:00062809	1046512
DRON:00084960	Lidocaine Hydrochloride 40 MG/ML Topical Foam [Anestafoam]	DRON:00062812	1046518
DRON:00084961	Ethanol 0.62 ML/ML Topical Foam [GBG Foaming]	DRON:00054675	1046522
DRON:00084962	Caffeine 100 MG Oral Tablet [Diurex Water Caps]	DRON:00044220	1046536
DRON:00084963	benzoyl peroxide 0.05 MG/MG Topical Gel [Face Up]	DRON:00044141	1046540
DRON:00084964	pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [KG-Hist D]	DRON:00063354	1046548
DRON:00084965	benzoyl peroxide 0.1 MG/MG Topical Gel [Face Up]	DRON:00053514	1046553
DRON:00084966	pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Liqui-Histine-D]	DRON:00063354	1046557
DRON:00084967	pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Metahistine D]	DRON:00063354	1046562
DRON:00084968	benzoyl peroxide 0.1 MG/MG / sulfur 0.04 MG/MG Topical Gel [Face Up with Sulfur]	DRON:00038161	1046568
DRON:00084969	benzoyl peroxide 0.1 MG/MG / sulfur 0.08 MG/MG Topical Gel [Face Up with Sulfur]	DRON:00038162	1046577
DRON:00084970	benzoyl peroxide 0.1 MG/MG Medicated Bar Soap [Fostex]	DRON:00044132	1046587
DRON:00084971	naphazoline hydrochloride 0.12 MG/ML Ophthalmic Solution [All Clear]	DRON:00063558	1046592
DRON:00084972	benzoyl peroxide 0.1 MG/MG Topical Gel [Fostex]	DRON:00053514	1046595
DRON:00084973	naphazoline hydrochloride 0.2 MG/ML / zinc sulfate 2.5 MG/ML Ophthalmic Solution [VasoClear A]	DRON:00063747	1046598
DRON:00084974	benzoyl peroxide 100 MG/ML Medicated Liquid Soap [Fostex]	DRON:00035140	1046601
DRON:00084975	naphazoline hydrochloride 0.5 MG/ML Nasal Solution [Privine]	DRON:00063748	1046604
DRON:00084976	salicylic acid 0.02 MG/MG / sulfur 0.02 MG/MG Medicated Bar Soap [Fostex Bar]	DRON:00045968	1046609
DRON:00084977	naphazoline hydrochloride 0.5 MG/ML Nasal Spray [Privine]	DRON:00063750	1046611
DRON:00084978	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [AK-Con]	DRON:00063717	1046613
DRON:00084979	naphazoline hydrochloride 1 MG/ML Ophthalmic Solution [Ocu-zoline]	DRON:00063717	1046615
DRON:00084980	Naphazoline Hydrochloride 1.2 MG/ML / Zinc Sulfate 2.5 MG/ML Ophthalmic Solution [Clear Eyes ACR]	DRON:00063751	1046619
DRON:00084981	Dextromethorphan Hydrobromide 1 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Mucinex Cough]	DRON:00063306	1046626
DRON:00084982	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Robitussin DM 2/20]	DRON:00062234	1046630
DRON:00084983	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 40 MG/ML Oral Solution [Robitussin DM 2/40]	DRON:00063752	1046635
DRON:00084984	Hydrocortisone 10 MG/ML Topical Cream [Glytone Soothe Calming]	DRON:00034866	1046688
DRON:00084985	benzalkonium chloride 0.0013 MG/MG / menthol 0.01 MG/MG / petrolatum 0.97 MG/MG Topical Ointment [Herpetrol]	DRON:00063766	1046704
DRON:00084986	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Atrohist Plus]	DRON:00063768	1046715
DRON:00084987	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Atrohist Plus]	DRON:00063769	1046717
DRON:00084988	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Deconhist LA]	DRON:00063768	1046719
DRON:00084989	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Deconhist LA]	DRON:00063769	1046720
DRON:00084990	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Phenchlor S.H.A.]	DRON:00063768	1046722
DRON:00084991	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Phenchlor S.H.A.]	DRON:00063769	1046723
DRON:00084992	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Protuss Tablet]	DRON:00063768	1046725
DRON:00084993	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Protuss Tablet]	DRON:00063769	1046726
DRON:00084994	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Q-Tuss]	DRON:00063768	1046728
DRON:00084995	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Q-Tuss]	DRON:00063769	1046729
DRON:00084996	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Respa-A.R.M.]	DRON:00063768	1046731
DRON:00084997	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Respa-A.R.M.]	DRON:00063769	1046732
DRON:00084998	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Rolatuss-SR]	DRON:00063768	1046734
DRON:00084999	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Rolatuss-SR]	DRON:00063769	1046735
DRON:00085000	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Ru-Tab]	DRON:00063768	1046743
DRON:00085001	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Ru-Tab]	DRON:00063769	1046744
DRON:00085002	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Rutuss]	DRON:00063768	1046746
DRON:00085003	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Rutuss]	DRON:00063769	1046747
DRON:00085004	12 HR Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Stahist]	DRON:00063768	1046749
DRON:00085005	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Phenylephrine Hydrochloride 25 MG / Phenylpropanolamine Hydrochloride 50 MG / Scopolamine Hydrobromide 0.01 MG Extended Release Tablet [Stahist]	DRON:00063769	1046750
DRON:00085006	Acetaminophen 325 MG / Diphenhydramine Hydrochloride 25 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Tylenol Allergy Multi-Symptom Nighttime]	DRON:00063770	1046754
DRON:00085007	12 HR atropine sulfate 0.058 MG / hyoscyamine sulfate 0.31 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.02 MG Extended Release Oral Tablet [Servira]	DRON:00063771	1046760
DRON:00085008	atropine sulfate 0.058 MG / hyoscyamine sulfate 0.31 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.02 MG Extended Release Oral Tablet [Servira]	DRON:00063772	1046762
DRON:00085009	zinc oxide 0.13 MG/MG Topical Ointment [Desitin]	DRON:00060877	1046769
DRON:00085010	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Levbid]	DRON:00063773	1046771
DRON:00085011	hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Levbid]	DRON:00063774	1046773
DRON:00085012	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Symax]	DRON:00063773	1046775
DRON:00085013	hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Symax]	DRON:00063774	1046776
DRON:00085014	Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Tylenol Sinus Congestion and Pain Daytime]	DRON:00063725	1046779
DRON:00085015	Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet [Tylenol Allergy Multi-Symptom]	DRON:00063775	1046783
DRON:00085016	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Barophen]	DRON:00063776	1046789
DRON:00085017	Triclosan 0.0025 MG/MG Medicated Bar Soap [Basis]	DRON:00063420	1046804
DRON:00085018	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Capsule [Donnatal]	DRON:00063777	1046810
DRON:00085019	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Antispas]	DRON:00063780	1046817
DRON:00085020	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Atrosept]	DRON:00063781	1046822
DRON:00085021	Salicylic Acid 5 MG/ML Medicated Liquid Soap [Glytone Acne]	DRON:00059499	1046835
DRON:00085022	Salicylic Acid 10 MG/ML Topical Lotion [Glytone Acne]	DRON:00039054	1046838
DRON:00085023	Salicylic Acid 20 MG/ML Medicated Liquid Soap [Glytone Acne]	DRON:00053991	1046840
DRON:00085024	Salicylic Acid 20 MG/ML Topical Solution [Glytone Acne]	DRON:00041953	1046842
DRON:00085025	resorcinol 20 MG/ML / Sulfur 80 MG/ML Topical Lotion [Glytone SR Acne]	DRON:00040070	1046846
DRON:00085026	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Colidrops]	DRON:00063776	1046849
DRON:00085027	resorcinol 20 MG/ML / sulfur 80 MG/ML Topical Cream [Clearasil Daily Clear Adult]	DRON:00045925	1046857
DRON:00085028	24 HR nicotine 0.313 MG/HR Transdermal System [Nicotrol]	DRON:00063782	1046859
DRON:00085029	24 HR nicotine 0.625 MG/HR Transdermal System [Nicotrol]	DRON:00050168	1046860
DRON:00085030	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [D-Tal]	DRON:00063776	1046862
DRON:00085031	24 HR nicotine 0.938 MG/HR Transdermal System [Nicotrol]	DRON:00063783	1046863
DRON:00085032	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Donnaphen]	DRON:00063776	1046865
DRON:00085033	Sodium monofluorophosphate 0.0076 MG/MG Toothpaste [Binaca]	DRON:00053736	1046871
DRON:00085034	Sodium monofluorophosphate 0.0076 MG/MG Toothpaste [Firefly anticavity]	DRON:00053736	1046875
DRON:00085035	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Donnapine]	DRON:00063776	1046877
DRON:00085036	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Cystemms-V]	DRON:00063781	1046879
DRON:00085037	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Dolsed]	DRON:00063781	1046881
DRON:00085038	trolamine salicylate 0.1 MG/ML Topical Spray [ABR-90]	DRON:00063785	1046888
DRON:00085039	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [MHP-A]	DRON:00063781	1046890
DRON:00085040	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Trac Tabs 2x]	DRON:00063781	1046892
DRON:00085041	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [UAA]	DRON:00063781	1046896
DRON:00085042	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Urapine]	DRON:00063781	1046898
DRON:00085043	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Uretron]	DRON:00063781	1046900
DRON:00085044	triclocarban 0.015 MG/MG Medicated Bar Soap [Cuticura Antibacterial]	DRON:00063787	1046906
DRON:00085045	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Uri-Sep]	DRON:00063781	1046908
DRON:00085046	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Uridon]	DRON:00063781	1046910
DRON:00085047	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Urimar]	DRON:00063781	1046912
DRON:00085048	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Urised]	DRON:00063781	1046914
DRON:00085049	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Uritin]	DRON:00063781	1046916
DRON:00085050	atropine sulfate 0.03 MG / benzoic acid 4.5 MG / hyoscyamine sulfate 0.03 MG / methenamine 40.8 MG / methylene blue 5.4 MG / phenyl salicylate 18.1 MG Oral Tablet [Usept]	DRON:00063781	1046918
DRON:00085051	nicotine 4 MG Inhalation Solution [Nicotrol]	DRON:00041679	1046920
DRON:00085052	Benzoyl Peroxide 35 MG/ML Topical Cream [Neutrogena On Spot Acne Treatment]	DRON:00054445	1046922
DRON:00085053	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Donnatal]	DRON:00063776	1046924
DRON:00085054	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Elixiral]	DRON:00063776	1046926
