curie	label	parent	rxcui
DRON:00027872	fosamprenavir Oral Tablet	DRON:00000022	402366
DRON:00027873	Atazanavir Oral Capsule	DRON:00000026	402370
DRON:00027874	bivalirudin Injectable Solution	DRON:00000020	402371
DRON:00027875	desirudin Injectable Solution	DRON:00000020	402373
DRON:00027876	Estradiol / Levonorgestrel Transdermal Patch	DRON:00000005	402377
DRON:00027877	Estradiol Topical Lotion	DRON:00000018	402382
DRON:00027878	Lutropin alfa Injectable Solution	DRON:00000020	402390
DRON:00027879	bortezomib Injectable Solution	DRON:00000020	402394
DRON:00027880	Evening primrose oil Topical Cream	DRON:00000017	402399
DRON:00027881	methyl 5-aminolevulinate Topical Cream	DRON:00000017	402402
DRON:00027882	colistimethate Inhalant Solution	DRON:00000020	402404
DRON:00027883	Tramadol Disintegrating Tablet	DRON:00000022	402411
DRON:00027884	enfuvirtide Injectable Solution	DRON:00000020	402415
DRON:00027885	zolmitriptan Nasal Spray	DRON:00000005	402420
DRON:00027886	efavirenz Oral Solution	DRON:00000020	402423
DRON:00027887	Omeprazole Enteric Coated Tablet	DRON:00000022	402424
DRON:00027888	calcium phosphate / Cholecalciferol Oral Suspension	DRON:00000021	402427
DRON:00027889	gemifloxacin Oral Tablet	DRON:00000022	402430
DRON:00027890	gatifloxacin Ophthalmic Solution	DRON:00000020	402433
DRON:00027891	Benzocaine / butamben / Tetracaine Topical Solution	DRON:00000020	402446
DRON:00027892	Vitamin B6 Chewable Tablet	DRON:00000022	402449
DRON:00027893	tadalafil Oral Tablet	DRON:00000022	402452
DRON:00027894	Chlorhexidine / Chlorobutanol Mouthwash	DRON:00000005	402466
DRON:00027895	Chlortetracycline / Demeclocycline / Tetracycline Oral Tablet	DRON:00000022	402470
DRON:00027896	Lauromacrogols / Soybean Oil Topical Oil	DRON:00000005	402476
DRON:00027897	Anthraquinone glycoside / Salicylic Acid Mucous Membrane Topical Solution	DRON:00000020	402480
DRON:00027898	aluminum chlorhydrate / Neomycin Topical Solution	DRON:00000020	402725
DRON:00027899	POLYETHYLENE GLYCOL 3350 Oral Solution	DRON:00000020	402726
DRON:00027900	Polyethylene Glycols / Propylene glycol Nasal Solution	DRON:00000020	402727
DRON:00027901	Glycerin / Propylene glycol Ophthalmic Solution	DRON:00000020	402729
DRON:00027902	Glycerin / hypromellose / Propylene glycol Ophthalmic Solution	DRON:00000020	402731
DRON:00027903	Magnesium malate / malic acid / Vitamin B6 Oral Capsule	DRON:00000026	402733
DRON:00027904	Propylene glycol Oral Solution	DRON:00000020	402737
DRON:00027905	Camphor / Eucalyptus oil / Menthol / Turpentine Topical Ointment	DRON:00000019	402738
DRON:00027906	Polyethylene Glycols / Propylene glycol Nasal Spray	DRON:00000005	402740
DRON:00027907	Follitropin Alfa Injectable Solution	DRON:00000020	402741
DRON:00027908	Polyethylene Glycols / Propylene glycol Nasal Gel	DRON:00000015	402745
DRON:00027909	Echinacea Preparation / Vitamin E / Zinc Gluconate Inhalant Solution	DRON:00000020	402746
DRON:00027910	aluminum chlorhydrate / Neomycin Topical Spray	DRON:00000005	402747
DRON:00027911	Ergotamine / Levorotatory alkaloids of belladonna / Phenobarbital Extended Release Tablet	DRON:00000022	402748
DRON:00027912	Amylases / Endopeptidases / Lipase Extended Release Capsule	DRON:00000026	402749
DRON:00027913	Amylases / Endopeptidases / Lipase Oral Tablet	DRON:00000022	402751
DRON:00027914	Amylases / Endopeptidases / Lipase Enteric Coated Capsule	DRON:00000026	402754
DRON:00027915	POLICRESULEN Vaginal Gel	DRON:00000015	402786
DRON:00027916	POLICRESULEN Topical Lotion	DRON:00000018	402787
DRON:00027917	Betaine / Endopeptidases Oral Tablet	DRON:00000022	402791
DRON:00027918	Amylases / Endopeptidases / Lipase Enteric Coated Tablet	DRON:00000022	402811
DRON:00027919	Amylases / Endopeptidases / Lipase Chewable Tablet	DRON:00000022	402812
DRON:00027920	Amylases / Endopeptidases / Lipase / Pancreatin Enteric Coated Tablet	DRON:00000022	402813
DRON:00027921	Amylases / Endopeptidases Oral Capsule	DRON:00000026	402814
DRON:00027922	fondaparinux Injectable Solution	DRON:00000020	402815
DRON:00027923	soy protein isolate Oral Capsule	DRON:00000026	402817
DRON:00027924	Propylene glycol Ophthalmic Solution	DRON:00000020	402820
DRON:00027925	Calcium Carbonate / soy protein isolate / Vitamin D Oral Tablet	DRON:00000022	402821
DRON:00027926	soy protein isolate Oral Tablet	DRON:00000022	402822
DRON:00027927	BCG, Live, Connaught Strain Irrigation Solution	DRON:00000020	402831
DRON:00027928	Coal Tar / Salicylic Acid / SULFUR,COLLOIDAL Topical Ointment	DRON:00000019	402832
DRON:00027929	BCG, Live, Tice Strain Irrigation Solution	DRON:00000020	402833
DRON:00027930	sodium perborate Mouthwash	DRON:00000005	402834
DRON:00027931	Activated Charcoal / Simethicone Oral Capsule	DRON:00000026	402841
DRON:00027932	BCG, Live, Montreal Strain Irrigation Solution	DRON:00000020	402916
DRON:00027933	Ketoconazole Topical Powder	DRON:00000005	402918
DRON:00027934	Ketoconazole Topical Lotion	DRON:00000018	402919
DRON:00027935	BCG, Live, Tice Strain Injectable Suspension	DRON:00000021	402923
DRON:00027936	Shark cartilage extract Oral Capsule	DRON:00000026	403114
DRON:00027937	Shark cartilage extract Oral Tablet	DRON:00000022	403119
DRON:00027938	bovine cartilage extract / Shark cartilage extract Oral Tablet	DRON:00000022	403121
DRON:00027939	Tetracycline Topical Lotion	DRON:00000018	403133
DRON:00027940	Acetaminophen / Caffeine Disintegrating Tablet	DRON:00000022	405760
DRON:00027941	Amlodipine / atorvastatin Oral Tablet	DRON:00000022	405788
DRON:00027942	aprepitant Oral Capsule	DRON:00000026	405798
DRON:00027943	Aspirin Enteric Coated Capsule	DRON:00000026	405802
DRON:00027944	Aspirin / Pravastatin Oral Tablet	DRON:00000022	405803
DRON:00027945	Brompheniramine Extended Release Suspension	DRON:00000021	405867
DRON:00027946	Brompheniramine / Dextromethorphan / Phenylephrine Oral Solution	DRON:00000020	405871
DRON:00027947	Daptomycin Injectable Solution	DRON:00000020	405894
DRON:00027948	desloratadine Disintegrating Tablet	DRON:00000022	405907
DRON:00027949	Dextromethorphan / Phenylephrine / Pyrilamine Oral Suspension	DRON:00000021	405909
DRON:00027950	Dextromethorphan / Phenylephrine / Pyrilamine Chewable Tablet	DRON:00000022	405911
DRON:00027951	Calcium Carbonate / Simethicone Oral Capsule	DRON:00000026	405912
DRON:00027952	Carbidopa / entacapone / Levodopa Oral Tablet	DRON:00000022	405915
DRON:00027953	carbinoxamine / Methscopolamine / Pseudoephedrine Extended Release Tablet	DRON:00000022	405920
DRON:00027954	Chlorpheniramine / dihydrocodeine / Phenylephrine Oral Solution	DRON:00000020	405927
DRON:00027955	Chlorpheniramine / Ibuprofen / Pseudoephedrine Oral Tablet	DRON:00000022	405928
DRON:00027956	Diphenhydramine / Phenylephrine Chewable Tablet	DRON:00000022	405937
DRON:00027957	Ciprofloxacin / Dexamethasone Otic Suspension	DRON:00000021	405942
DRON:00027958	emtricitabine Oral Capsule	DRON:00000026	406017
DRON:00027959	Fluoxetine / olanzapine Oral Capsule	DRON:00000026	406024
DRON:00027960	Hydrochlorothiazide / olmesartan Oral Tablet	DRON:00000022	406041
DRON:00027961	Hydrocortisone / Lidocaine Topical Lotion	DRON:00000018	406043
DRON:00027962	Hyoscyamine Oral Spray	DRON:00000005	406044
DRON:00027963	Hyoscyamine / Methenamine / Methylene blue / phenyl salicylate Oral Capsule	DRON:00000026	406047
DRON:00027964	imatinib Oral Tablet	DRON:00000022	406050
DRON:00027965	Guaifenesin / Phenylephrine Oral Suspension	DRON:00000021	406063
DRON:00027966	Guaifenesin / Pseudoephedrine Chewable Tablet	DRON:00000022	406064
DRON:00027967	Guaifenesin / Phenylephrine / Pyrilamine Oral Suspension	DRON:00000021	406065
DRON:00027968	Guaifenesin / Phenylephrine / Pyrilamine Oral Tablet	DRON:00000022	406066
DRON:00027969	Metformin Oral Solution	DRON:00000020	406082
DRON:00027970	moxifloxacin Ophthalmic Solution	DRON:00000020	406106
DRON:00027971	Laronidase Injectable Solution	DRON:00000020	406117
DRON:00027972	Levetiracetam Oral Solution	DRON:00000020	406121
DRON:00027973	omalizumab Injectable Solution	DRON:00000020	406131
DRON:00027974	oxybutynin Transdermal Patch	DRON:00000005	406139
DRON:00027975	palonosetron Injectable Solution	DRON:00000020	406145
DRON:00027976	pemetrexed Injectable Solution	DRON:00000020	406178
DRON:00027977	sodium nitrate Injectable Solution	DRON:00000020	406195
DRON:00027978	Sulfacetamide Topical Foam	DRON:00000024	406196
DRON:00027979	Stavudine Extended Release Capsule	DRON:00000026	406214
DRON:00027980	Progesterone Topical Cream	DRON:00000017	406227
DRON:00027981	Propafenone Extended Release Capsule	DRON:00000026	406230
DRON:00027982	pegvisomant Injectable Solution	DRON:00000020	406302
DRON:00027983	Ubiquinone Oral Capsule	DRON:00000026	406309
DRON:00027984	Gentamicin Sulfate (USP) / prednisolone Ophthalmic Suspension	DRON:00000021	406707
DRON:00027985	Epinephrine / zinc chloride Oral Solution	DRON:00000020	406711
DRON:00027986	Phospholipids / Soybean Oil Injectable Suspension	DRON:00000021	406713
DRON:00027987	Benzyl Alcohol / Camphor / Menthol Topical Gel	DRON:00000015	406716
DRON:00027988	Calcium Chloride / Glucose / Magnesium Sulfate / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride / sodium phosphate Injectable Solution	DRON:00000020	407848
DRON:00027989	cycletanide Oral Capsule	DRON:00000026	434576
DRON:00027990	Streptodornase / Streptokinase Oral Tablet	DRON:00000022	434647
DRON:00027991	Azathioprine Oral Capsule	DRON:00000026	434685
DRON:00027992	azelastine Oral Tablet	DRON:00000022	434687
DRON:00027993	azidocillin Oral Tablet	DRON:00000022	434690
DRON:00027994	azosemid Oral Tablet	DRON:00000022	434697
DRON:00027995	Guaifenesin / Phenylpropanolamine Oral Capsule	DRON:00000026	434703
DRON:00027996	bamipine Oral Tablet	DRON:00000022	434712
DRON:00027997	barbexaclone Oral Tablet	DRON:00000022	434717
DRON:00027998	Barbital Oral Tablet	DRON:00000022	434722
DRON:00027999	Ambroxol Rectal Suppository	DRON:00000005	434737
DRON:00028000	Ambroxol Oral Suspension	DRON:00000021	434740
DRON:00028001	aminaphthone Oral Tablet	DRON:00000022	434745
DRON:00028002	Aspirin / Chlorpheniramine Chewable Tablet	DRON:00000022	434804
DRON:00028003	Chlorpheniramine / Phenylephrine / Phenylpropanolamine Extended Release Tablet	DRON:00000022	434855
DRON:00028004	Aspirin / Phenylephrine Chewable Tablet	DRON:00000022	434862
DRON:00028005	Pheniramine / Phenylephrine Oral Capsule	DRON:00000026	434874
DRON:00028006	potassium phosphate Oral Solution	DRON:00000020	434905
DRON:00028007	Calcium Carbonate / Ergocalciferol Chewable Tablet	DRON:00000022	434916
DRON:00028008	bone meal Oral Capsule	DRON:00000026	434933
DRON:00028009	Hesperidin Oral Tablet	DRON:00000022	435066
DRON:00028010	Ascorbic Acid / Ferrous fumarate Extended Release Capsule	DRON:00000026	435067
DRON:00028011	Ascorbic Acid / Polysaccharide iron complex Chewable Tablet	DRON:00000022	435087
DRON:00028012	Insulin, Protamine Zinc, Beef-Pork Injectable Suspension	DRON:00000021	435172
DRON:00028013	Ultralente Insulin, Beef-Pork Injectable Suspension	DRON:00000021	435180
DRON:00028014	Insulin, Prompt Zinc, Beef-Pork Injectable Suspension	DRON:00000021	435184
DRON:00028015	Sodium Fluoride Paste	DRON:00000005	435192
DRON:00028016	Docusate Rectal Suppository	DRON:00000005	435279
DRON:00028017	IRON BILE SALTS Oral Capsule	DRON:00000026	435295
DRON:00028018	caerulein diethylamine Injectable Solution	DRON:00000020	435300
DRON:00028019	Aluminum Hydroxide / Magnesium Hydroxide Wafer	DRON:00000005	435318
DRON:00028020	magnesium trisilicate Chewable Tablet	DRON:00000022	435327
DRON:00028021	dihydroxyaluminum aminoacetate Chewable Tablet	DRON:00000022	435330
DRON:00028022	piperocaine Injectable Solution	DRON:00000020	435379
DRON:00028023	Triflupromazine Oral Suspension	DRON:00000021	435380
DRON:00028024	Nomifensine Oral Capsule	DRON:00000026	435403
DRON:00028025	Phenobarbital Oral Solution	DRON:00000020	435437
DRON:00028026	butalbital Oral Tablet	DRON:00000022	435471
DRON:00028027	Methaqualone Oral Tablet	DRON:00000022	435482
DRON:00028028	ethoheptazine Oral Tablet	DRON:00000022	435483
DRON:00028029	carbromal Oral Tablet	DRON:00000022	435486
DRON:00028030	tybamate Oral Capsule	DRON:00000026	435506
DRON:00028031	salicylamide / Vitamin B 12 Oral Tablet	DRON:00000022	435540
DRON:00028032	zomepirac Oral Tablet	DRON:00000022	435561
DRON:00028033	Diphenhydramine / Niacin Oral Capsule	DRON:00000026	435573
DRON:00028034	Scopolamine Disintegrating Tablet	DRON:00000022	435598
DRON:00028035	homatropine Rectal Suppository	DRON:00000005	435605
DRON:00028036	Diphemanil Oral Tablet	DRON:00000022	435619
DRON:00028037	Caffeine / Ergotamine Oral Capsule	DRON:00000026	436972
DRON:00028038	Levallorphan Injectable Solution	DRON:00000020	436974
DRON:00028039	Meprobamate / Trihexyphenidyl Oral Tablet	DRON:00000022	436977
DRON:00028040	cycrimine Oral Tablet	DRON:00000022	436979
DRON:00028041	5-methoxypsoralen Oral Tablet	DRON:00000022	436983
DRON:00028042	acetohydroxamic acid Oral Capsule	DRON:00000026	436987
DRON:00028043	Glycopyrrolate / Phenobarbital Oral Tablet	DRON:00000022	436989
DRON:00028044	oxyphencyclimine / Phenobarbital Oral Tablet	DRON:00000022	436990
DRON:00028045	thiphenamil Oral Tablet	DRON:00000022	436994
DRON:00028046	Adenine Oral Tablet	DRON:00000022	436995
DRON:00028047	adrenalone / Tetracaine Topical Powder	DRON:00000005	436998
DRON:00028048	ALIBENDOL Oral Tablet	DRON:00000022	437004
DRON:00028049	Phenmetrazine Oral Tablet	DRON:00000022	437009
DRON:00028050	alminoprofen Oral Tablet	DRON:00000022	437012
DRON:00028051	Aloe Extract Oral Tablet	DRON:00000022	437017
DRON:00028052	Amilomer Injectable Solution	DRON:00000020	437028
DRON:00028053	4-Aminobenzoic Acid / Methoxsalen Topical Solution	DRON:00000020	437030
DRON:00028054	Aminophylline Enema	DRON:00000005	437034
DRON:00028055	Amisulpride Injectable Solution	DRON:00000020	437047
DRON:00028056	Arginine Chewable Tablet	DRON:00000022	437063
DRON:00028057	Arginine Oral Solution	DRON:00000020	437064
DRON:00028058	tiadilon Oral Capsule	DRON:00000026	437067
DRON:00028059	Argipressin Injectable Solution	DRON:00000020	437069
DRON:00028060	artesunate Injectable Solution	DRON:00000020	437071
DRON:00028061	ancestim Injectable Solution	DRON:00000020	437077
DRON:00028062	Aspirin / Chlormezanone Oral Tablet	DRON:00000022	437080
DRON:00028063	bamifylline Rectal Suppository	DRON:00000005	437083
DRON:00028064	bamifylline Oral Tablet	DRON:00000022	437085
DRON:00028065	bamifylline Injectable Solution	DRON:00000020	437087
DRON:00028066	Barbital Oral Solution	DRON:00000020	437090
DRON:00028067	Bencyclane Oral Solution	DRON:00000020	437094
DRON:00028068	Bencyclane Extended Release Tablet	DRON:00000022	437097
DRON:00028069	beractant Injectable Solution	DRON:00000020	437100
DRON:00028070	bevacizumab Injectable Solution	DRON:00000020	437106
DRON:00028071	BOTULISM ANTITOXIN TRIV A,B&E Injectable Solution	DRON:00000020	437109
DRON:00028072	bunazosin Extended Release Tablet	DRON:00000022	437113
DRON:00028073	Bupivacaine / Lidocaine Injectable Solution	DRON:00000020	437117
DRON:00028074	4-dimethylaminophenol Injectable Solution	DRON:00000020	437122
DRON:00028075	Calcium Gluconate / calcium lactate Oral Solution	DRON:00000020	437128
DRON:00028076	ALPHA-D-GALACTOSIDASE ENZYME / Bromelains / Papain Oral Tablet	DRON:00000022	437131
DRON:00028077	Acebutolol Oral Solution	DRON:00000020	437138
DRON:00028078	Acebutolol Extended Release Tablet	DRON:00000022	437140
DRON:00028079	Acebutolol / Mefruside Oral Tablet	DRON:00000022	437142
DRON:00028080	acemetacin Extended Release Capsule	DRON:00000026	437149
DRON:00028081	Acepromazine / aceprometazine / CLORAZEPIC ACID Oral Tablet	DRON:00000022	437154
DRON:00028082	aceprometazine / Meprobamate Oral Tablet	DRON:00000022	437156
DRON:00028083	Calcium Citrate / calcium phosphate Oral Tablet	DRON:00000022	437164
DRON:00028084	Canrenone Injectable Solution	DRON:00000020	437171
DRON:00028085	Capsaicin Paste	DRON:00000005	437180
DRON:00028086	Captodiamine Oral Tablet	DRON:00000022	437187
DRON:00028087	acexamic acid Topical Cream	DRON:00000017	437202
DRON:00028088	Acetaminophen / adiphenine Oral Tablet	DRON:00000022	437215
DRON:00028089	Acetaminophen / Antipyrine / Caffeine Oral Tablet	DRON:00000022	437217
DRON:00028090	Acetaminophen / Ascorbic Acid / Eucalyptol Rectal Suppository	DRON:00000005	437219
DRON:00028091	Ajmaline / Dihydroergocristine Oral Tablet	DRON:00000022	437222
DRON:00028092	Acetaminophen / buclizine Oral Tablet	DRON:00000022	437227
DRON:00028093	Acetaminophen / Caffeine / homatropine Oral Tablet	DRON:00000022	437229
DRON:00028094	Acetic Acid / Pyrethrins Topical Lotion	DRON:00000018	437243
DRON:00028095	Acetaminophen / Caffeine Rectal Suppository	DRON:00000005	437244
DRON:00028096	Acetaminophen / Chlormezanone Rectal Suppository	DRON:00000005	437248
DRON:00028097	Acetaminophen / Dihydroergotamine Oral Tablet	DRON:00000022	437250
DRON:00028098	Acetaminophen / Dihydroergotamine Rectal Suppository	DRON:00000005	437252
DRON:00028099	Acetaminophen / Dimenhydrinate Oral Tablet	DRON:00000022	437254
DRON:00028100	Acetoxolone Oral Tablet	DRON:00000022	437263
DRON:00028101	Acetaminophen / Doxylamine Rectal Suppository	DRON:00000005	437265
DRON:00028102	Acetaminophen / Fursultiamin Oral Tablet	DRON:00000022	437267
DRON:00028103	Acetaminophen / Metoclopramide Oral Capsule	DRON:00000026	437268
DRON:00028104	Acetylcysteine Oral Suspension	DRON:00000021	437270
DRON:00028105	Acetylcysteine Oral Capsule	DRON:00000026	437272
DRON:00028106	Acetylcysteine Extended Release Tablet	DRON:00000022	437275
DRON:00028107	Acetaminophen / Promethazine Rectal Suppository	DRON:00000005	437280
DRON:00028108	Acetaminophen / Promethazine Oral Tablet	DRON:00000022	437281
DRON:00028109	Acetyldigitoxin Oral Tablet	DRON:00000022	437285
DRON:00028110	Acetaminophen / Racemethionine Oral Tablet	DRON:00000022	437288
DRON:00028111	Acetyldigoxins Oral Tablet	DRON:00000022	437291
DRON:00028112	Acetaminophen / Scopolamine Rectal Suppository	DRON:00000005	437295
DRON:00028113	Acetaminophen / Thiamine Oral Tablet	DRON:00000022	437296
DRON:00028114	Acetazolamide Topical Cream	DRON:00000017	437297
DRON:00028115	Estriol / Lactobacillus acidophilus Oral Tablet	DRON:00000022	437300
DRON:00028116	Lactobacillus acidophilus / Plantago Seed Oral Capsule	DRON:00000026	437304
DRON:00028117	Aconite / Lactose Oral Tablet	DRON:00000022	437306
DRON:00028118	Acriflavine Topical Solution	DRON:00000020	437309
DRON:00028119	Acriflavine Topical Lotion	DRON:00000018	437311
DRON:00028120	Acriflavine Lozenge	DRON:00000005	437313
DRON:00028121	Acetic Acid Topical Gel	DRON:00000015	437320
DRON:00028122	Activated Charcoal Chewable Tablet	DRON:00000022	437322
DRON:00028123	Acetic Acid Topical Spray	DRON:00000005	437323
DRON:00028124	Activated Charcoal Lozenge	DRON:00000005	437325
DRON:00028125	Activated Charcoal / Magnesium Hydroxide Oral Tablet	DRON:00000022	437328
DRON:00028126	Activated Charcoal / Methenamine Oral Capsule	DRON:00000026	437330
DRON:00028127	Activated Charcoal / Papaverine Oral Tablet	DRON:00000022	437333
DRON:00028128	Activated Charcoal / Salicylic Acid / Sulfur Medicated Shampoo	DRON:00000005	437335
DRON:00028129	dihydroxyaluminum sodium carbonate / dimethicone Oral Tablet	DRON:00000022	437338
DRON:00028130	dihydroxyaluminum sodium carbonate / Simethicone Oral Suspension	DRON:00000021	437340
DRON:00028131	dihydroxyaluminum sodium carbonate / Simethicone Oral Tablet	DRON:00000022	437341
DRON:00028132	Adenosine Oral Tablet	DRON:00000022	437349
DRON:00028133	Albuterol Rectal Suppository	DRON:00000005	437351
DRON:00028134	alginic acid Chewable Tablet	DRON:00000022	437357
DRON:00028135	alginic acid / Carboxymethylcellulose Chewable Tablet	DRON:00000022	437359
DRON:00028136	Allantoin Topical Lotion	DRON:00000018	437362
DRON:00028137	Allantoin Topical Ointment	DRON:00000019	437363
DRON:00028138	Allantoin / Benzalkonium Topical Cream	DRON:00000017	437365
DRON:00028139	Allethrin Medicated Shampoo	DRON:00000005	437367
DRON:00028140	Allethrin Topical Lotion	DRON:00000018	437369
DRON:00028141	Allethrin Topical Spray	DRON:00000005	437371
DRON:00028142	aluminum magnesium silicate Oral Suspension	DRON:00000021	437373
DRON:00028143	aluminum magnesium silicate Oral Tablet	DRON:00000022	437375
DRON:00028144	aluminum magnesium silicate Lozenge	DRON:00000005	437377
DRON:00028145	Almitrine Oral Tablet	DRON:00000022	437381
DRON:00028146	Aloe vera preparation / Urea Topical Cream	DRON:00000017	437384
DRON:00028147	aloxiprin Chewable Tablet	DRON:00000022	437386
DRON:00028148	ALPHA-AMYLASE Oral Tablet	DRON:00000022	437390
DRON:00028149	ALPHA-D-GALACTOSIDASE ENZYME Oral Tablet	DRON:00000022	437392
DRON:00028150	Alprenolol Extended Release Tablet	DRON:00000022	437395
DRON:00028151	Chlorzoxazone / Flufenamic Acid Oral Tablet	DRON:00000022	437398
DRON:00028152	aluminum acetotartrate Topical Cream	DRON:00000017	437402
DRON:00028153	adiphenine / Phenobarbital Oral Tablet	DRON:00000022	437404
DRON:00028154	adrafinil Oral Tablet	DRON:00000022	437407
DRON:00028155	Adrenal cortex extract / rosemary oil Topical Ointment	DRON:00000019	437411
DRON:00028156	Ajmaline Oral Tablet	DRON:00000022	437414
DRON:00028157	Ajmaline / Almitrine Oral Tablet	DRON:00000022	437418
DRON:00028158	Aluminum Hydroxide / ALUMINUM SUBACETATE Topical Ointment	DRON:00000019	437421
DRON:00028159	Aminophylline Extended Release Capsule	DRON:00000026	437425
DRON:00028160	Aminophylline / Promethazine Rectal Suppository	DRON:00000005	437430
DRON:00028161	Aminophylline / Quinine Oral Tablet	DRON:00000022	437431
DRON:00028162	allobarbital / Aminopyrine Rectal Suppository	DRON:00000005	437434
DRON:00028163	Amlodipine Oral Capsule	DRON:00000026	437439
DRON:00028164	Amlodipine Extended Release Capsule	DRON:00000026	437441
DRON:00028165	Ammonium Chloride / Betaine Oral Tablet	DRON:00000022	437448
DRON:00028166	Ammonium Chloride / licorice root extract Lozenge	DRON:00000005	437454
DRON:00028167	Ammonium salicylate Topical Ointment	DRON:00000019	437456
DRON:00028168	aluminum acetotartrate Topical Ointment	DRON:00000019	437461
DRON:00028169	aluminum chloride Mouthwash	DRON:00000005	437463
DRON:00028170	aluminum chloride / Potassium chlorate Mouthwash	DRON:00000005	437467
DRON:00028171	aluminum chlorhydrate Topical Gel	DRON:00000015	437469
DRON:00028172	aluminum chlorhydrate Topical Cream	DRON:00000017	437471
DRON:00028173	Amoxicillin / Carbocysteine Oral Suspension	DRON:00000021	437472
DRON:00028174	Amoxicillin / Carbocysteine Oral Capsule	DRON:00000026	437474
DRON:00028175	aluminum chlorhydrate Topical Lotion	DRON:00000018	437475
DRON:00028176	aluminum chlorhydrate Oral Capsule	DRON:00000026	437477
DRON:00028177	Aluminum Hydroxide Topical Ointment	DRON:00000019	437479
DRON:00028178	Aluminum Hydroxide / dimethicone Chewable Tablet	DRON:00000022	437485
DRON:00028179	alginic acid / Aluminum Hydroxide Chewable Tablet	DRON:00000022	437487
DRON:00028180	alginic acid / Aluminum Hydroxide Oral Tablet	DRON:00000022	437490
DRON:00028181	Aluminum Hydroxide / Magnesium Oxide Oral Tablet	DRON:00000022	437492
DRON:00028182	Aluminum Hydroxide / Silicon Dioxide Chewable Tablet	DRON:00000022	437497
DRON:00028183	Aluminum Hydroxide / Simethicone Chewable Tablet	DRON:00000022	437501
DRON:00028184	Aluminum Oxide / Triclosan Topical Cream	DRON:00000017	437504
DRON:00028185	aluminum phosphate Chewable Tablet	DRON:00000022	437507
DRON:00028186	aluminum sulfate Topical Spray	DRON:00000005	437508
DRON:00028187	alverine Rectal Suppository	DRON:00000005	437512
DRON:00028188	alverine Oral Tablet	DRON:00000022	437514
DRON:00028189	Amantadine Injectable Solution	DRON:00000020	437517
DRON:00028190	Ambroxol Oral Capsule	DRON:00000026	437520
DRON:00028191	Amoxicillin / Probenecid Oral Suspension	DRON:00000021	437523
DRON:00028192	Ambroxol Lozenge	DRON:00000005	437530
DRON:00028193	Ambroxol Extended Release Tablet	DRON:00000022	437532
DRON:00028194	Albuterol / Ambroxol Oral Solution	DRON:00000020	437534
DRON:00028195	Ambroxol / chlophedianol Oral Capsule	DRON:00000026	437537
DRON:00028196	Amoxicillin / Clonixin Oral Tablet	DRON:00000022	437541
DRON:00028197	Ambroxol / Theophylline Extended Release Capsule	DRON:00000026	437544
DRON:00028198	amphetaminil Oral Tablet	DRON:00000022	437550
DRON:00028199	Amphotericin B Oral Capsule	DRON:00000026	437552
DRON:00028200	adipic acid / Ammonium Oral Tablet	DRON:00000022	437555
DRON:00028201	Amiloride / Furosemide / Indapamide Oral Tablet	DRON:00000022	437571
DRON:00028202	Amiloride / Bendroflumethiazide Oral Tablet	DRON:00000022	437575
DRON:00028203	Amiloride / Metolazone Oral Tablet	DRON:00000022	437576
DRON:00028204	Amiloride / Trichlormethiazide Oral Tablet	DRON:00000022	437578
DRON:00028205	Antipyrine Oral Tablet	DRON:00000022	437580
DRON:00028206	Antipyrine Rectal Suppository	DRON:00000005	437582
DRON:00028207	Aminacrine Topical Cream	DRON:00000017	437584
DRON:00028208	Antipyrine / Caffeine Oral Tablet	DRON:00000022	437586
DRON:00028209	Antipyrine / Caffeine / Quinine Oral Capsule	DRON:00000026	437590
DRON:00028210	Antipyrine / Calcium Chloride Vaginal Suppository	DRON:00000005	437594
DRON:00028211	Antipyrine / Lidocaine Topical Spray	DRON:00000005	437597
DRON:00028212	Antipyrine / Meprobamate / Papaverine Oral Tablet	DRON:00000022	437601
DRON:00028213	4-aminomethylbenzoic acid Oral Tablet	DRON:00000022	437603
DRON:00028214	4-aminomethylbenzoic acid Injectable Solution	DRON:00000020	437605
DRON:00028215	Aminophylline / Papaverine / Phenobarbital Oral Tablet	DRON:00000022	437609
DRON:00028216	Aprindine Oral Capsule	DRON:00000026	437613
DRON:00028217	Arginine / Ginseng Preparation Oral Tablet	DRON:00000022	437619
DRON:00028218	Arnica extract Topical Cream	DRON:00000017	437623
DRON:00028219	Arnica extract Topical Ointment	DRON:00000019	437626
DRON:00028220	Ascorbic Acid / Calcium ascorbate Chewable Tablet	DRON:00000022	437629
DRON:00028221	Arnica extract Oral Solution	DRON:00000020	437630
DRON:00028222	Ascorbic Acid / Bromelains Oral Tablet	DRON:00000022	437643
DRON:00028223	Ascorbic Acid / Dequalinium Lozenge	DRON:00000005	437645
DRON:00028224	artesunate Oral Tablet	DRON:00000022	437647
DRON:00028225	Ascorbic Acid / Niacinamide Oral Tablet	DRON:00000022	437649
DRON:00028226	Ascorbic Acid / Pantothenic Acid Oral Tablet	DRON:00000022	437650
DRON:00028227	Ascorbic Acid / potassium citrate Oral Tablet	DRON:00000022	437652
DRON:00028228	Ascorbic Acid / Vitamin B6 Oral Tablet	DRON:00000022	437655
DRON:00028229	Ascorbic Acid / Quinine Oral Tablet	DRON:00000022	437658
DRON:00028230	Ascorbic Acid / Riboflavin Oral Tablet	DRON:00000022	437659
