curie	label	rxcui
DRON:00018860	pentetate	618371
DRON:00018868	tiaprofenate	618442
DRON:00018873	Cerebral Phospholipids	578635
DRON:00018881	citrus pectin extract	581550
DRON:00018882	alglucosidase alfa	629565
DRON:00018883	Hyaluronidase, Human	630933
DRON:00018889	ginseng preparation	325526
DRON:00018890	Morinda citrifolia extract	403712
DRON:00018892	Polypodium leucotomos	578377
DRON:00018894	SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS	349753
DRON:00018902	ranibizumab	595060
DRON:00018903	idursulfase	644101
DRON:00018907	cider vinegar	283829
DRON:00018908	Echinacea root extract	477379
DRON:00018911	pumpkin seed oil	466570
DRON:00018913	Comfrey preparation	285150
DRON:00018914	Goldenseal preparation	285154
DRON:00018918	panitumumab	263034
DRON:00018919	green tea leaf extract	283567
DRON:00018923	bismuth biskalcitrate	687227
DRON:00018925	iodine povacrylex	692863
DRON:00018939	eculizumab	591781
DRON:00018945	Petiveria alliacea preparation	705701
DRON:00018946	Insoluble berlin blue stain	705707
DRON:00018970	pegfilgrastim	338036
DRON:00018971	adalimumab	327361
DRON:00018975	pafuramidine	718967
DRON:00018976	darbepoetin alfa	283838
DRON:00018977	Vitis extract	730907
DRON:00018983	lithium aspartate	746070
DRON:00018984	saw palmetto fruit extract	477189
DRON:00018986	inert ingredients	748794
DRON:00018988	collagen,activated	751543
DRON:00018990	sinecatechins	753346
DRON:00018994	Erysimum preparation	319799
DRON:00018995	cilantro extract	325527
DRON:00019002	methoxy polyethylene glycol-epoetin beta	729596
DRON:00019004	levocetirizine	356887
DRON:00019005	Salmonella typhi Ty21a live antigen	762595
DRON:00019008	insulin human, rDNA origin	631657
DRON:00019012	pegaptanib	498509
DRON:00019013	rilonacept	763450
DRON:00019014	Mumps Vaccine	763656
DRON:00019017	olive leaf extract	435657
DRON:00019018	Hyaluronidase, Bovine	578350
DRON:00019021	hylan G-F 20	284637
DRON:00019023	maca preparation	319839
DRON:00019030	Immune Globulin (Human)	797550
DRON:00019031	tositumomab	263010
DRON:00019032	EDTMP	797598
DRON:00019037	Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine	797629
DRON:00019038	Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine	797631
DRON:00019039	Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine	797633
DRON:00019040	Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine	797635
DRON:00019059	L1 protein, human papillomavirus type 11 vaccine	798262
DRON:00019062	L1 protein, human papillomavirus type 6 vaccine	798268
DRON:00019064	human-bovine reassortant rotavirus strain G1 vaccine	798286
DRON:00019065	human-bovine reassortant rotavirus strain G2 vaccine	798288
DRON:00019066	human-bovine reassortant rotavirus strain G3 vaccine	798290
DRON:00019067	human-bovine reassortant rotavirus strain G4 vaccine	798292
DRON:00019068	human-bovine reassortant rotavirus strain P1A[8] vaccine	798294
DRON:00019078	Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine	798444
DRON:00019079	Hepatitis B Surface Antigen (Australia antigen) MSD, Vaccine	798456
DRON:00019080	smallpox vaccine live, New York City Board of Health vaccinia strain	798467
DRON:00019085	potassium lactate	314797
DRON:00019091	SODIUM PHOSPHATE DIHYDRATE	314837
DRON:00019100	kelp preparation	285155
DRON:00019101	milk thistle extract	283579
DRON:00019110	bean pod extract	283805
DRON:00019115	egg yolk phospholipids	314605
DRON:00019119	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine	798279
DRON:00019123	romiplostim	805452
DRON:00019127	Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain	805467
DRON:00019128	Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain	805469
DRON:00019129	Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain	805471
DRON:00019133	Influenza Virus Vaccine, Inactivated A-Brisbane-10-2007 (H3N2)-like virus (A-Uruguay-716-2007 NYMC X-175C) strain	805520
DRON:00019134	Influenza Virus Vaccine, Inactivated, B-Florida-4-2006-like virus (B-Florida-4-2006) strain	805524
DRON:00019138	Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain	805541
DRON:00019142	Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007 (H1N1) strain	805549
DRON:00019143	Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007 (H3N2) (A-Brisbane-10-2007-like) strain	805551
DRON:00019144	Influenza Virus Vaccine, Inactivated B-Florida-4-2006 strain	805553
DRON:00019145	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain	805573
DRON:00019155	C1 inhibitor (Human)	809864
DRON:00019164	factor VIII (Human)	826070
DRON:00019165	von Willebrand Factor (Human)	826072
DRON:00019174	calcium carbonate, precipitated	349908
DRON:00019185	hepatitis B surface antigen vaccine	797752
DRON:00019189	rabies virus vaccine flury-lep strain	830457
DRON:00019190	rabies virus vaccine wistar strain PM-1503-3M (human), inactivated	830464
DRON:00019201	acellular pertussis vaccine, inactivated	798302
DRON:00019202	diphtheria toxoid vaccine, inactivated	798304
DRON:00019203	tetanus toxoid vaccine, inactivated	798306
DRON:00019204	fibrinogen concentrate (human)	831503
DRON:00019205	oregano oil	705279
DRON:00019206	Anthrax Vaccine Adsorbed	404774
DRON:00019207	evening primrose extract	260040
DRON:00019208	smallpox vaccine live vaccinia virus	833079
DRON:00019214	Japanese encephalitis virus vaccine, inactivated	845525
DRON:00019217	gamma linoleic acid	283563
DRON:00019218	green tea extract	659476
DRON:00019219	insulin aspart protamine, human	352385
DRON:00019220	insulin lispro protamine, human	314684
DRON:00019221	insulin glargine	274783
DRON:00019222	insulin glulisine, human	400008
DRON:00019224	follitropin alfa	386938
DRON:00019225	golimumab	819300
DRON:00019226	acai berry extract	848929
DRON:00019228	certolizumab pegol	709271
DRON:00019229	Fe heme polypeptide	284110
DRON:00019232	Acacia pollen extract	851732
DRON:00019233	coast maple pollen extract	851736
DRON:00019239	orchard grass pollen extract	851878
DRON:00019240	sisal fiber allergenic extract	851882
DRON:00019241	tree of heaven pollen extract	851890
DRON:00019242	iodine bush pollen extract	851894
DRON:00019243	sweet vernal grass pollen extract	851898
DRON:00019244	tag alder pollen extract	851902
DRON:00019246	white alder pollen extract	851910
DRON:00019247	red alder pollen extract	851914
DRON:00019248	meadow fescue grass pollen extract	851918
DRON:00019251	western waterhemp pollen extract	851934
DRON:00019252	false ragweed pollen extract	851938
DRON:00019253	canyon ragweed pollen extract	851942
DRON:00019254	cat skin extract	851949
DRON:00019255	sandbur ragweed pollen extract	851955
DRON:00019256	rabbit bush pollen extract	851969
DRON:00019257	desert ragweed pollen extract	851981
DRON:00019259	slender ragweed pollen extract	851990
DRON:00019262	wormwood sage pollen extract	852007
DRON:00019263	coast sage pollen extract	852011
DRON:00019264	corn pollen extract	852015
DRON:00019265	common sagebrush pollen extract	852020
DRON:00019266	cocklebur pollen extract	852025
DRON:00019267	mugwort sage pollen extract	852029
DRON:00019268	nettle pollen extract	852046
DRON:00019270	Aspergillus fumigatus allergenic extract	466192
DRON:00019271	tobacco leaf allergenic extract	852062
DRON:00019272	linden pollen extract	852070
DRON:00019273	wing scale pollen extract	852074
DRON:00019274	dandelion pollen extract	852079
DRON:00019275	salt cedar pollen	852083
DRON:00019276	shad scale pollen extract	852087
DRON:00019277	lens scale pollen extract	852096
DRON:00019278	Aureobasidium pullulans var. pullutans allergenic extract	852102
DRON:00019279	alkali blite pollen extract	852106
DRON:00019280	cultivated oat pollen extract	852114
DRON:00019281	Johnson grass smut pollen extract	852118
DRON:00019282	fivehorn smotherweed pollen extract	852124
DRON:00019284	sugar beet pollen extract	852132
DRON:00019285	Johnson grass pollen extract	852136
DRON:00019286	pepper tree pollen extract	852140
DRON:00019287	cherry birch pollen extract	852144
DRON:00019288	river birch pollen extract	852148
DRON:00019289	greasewood pollen extract	852152
DRON:00019290	Russian thistle pollen extract	852158
DRON:00019291	black willow pollen extract	852162
DRON:00019292	water birch pollen extract	852166
DRON:00019293	arroyo willow pollen extract	852170
DRON:00019294	pussy willow pollen extract	852174
DRON:00019295	gray birch pollen extract	852178
DRON:00019296	Botrytis cinerea allergenic extract	466195
DRON:00019298	grama grass pollen extract	852197
DRON:00019299	mustard pollen extract	852205
DRON:00019302	smooth brome pollen extract	852217
DRON:00019303	shagbark hickory pollen extract	852221
DRON:00019304	cheat grass pollen extract	852225
DRON:00019305	Australian pine pollen extract	852229
DRON:00019306	bottlebrush pollen extract	852233
DRON:00019307	lambs quarters pollen extract	852237
DRON:00019308	Chrysonilia sitophila allergenic extract	314411
DRON:00019309	domestic goat skin extract	852252
DRON:00019311	black oak pollen extract	852260
DRON:00019312	Cochliobolus lunatus allergenic extract	852264
DRON:00019315	Gambels oak pollen extract	852276
DRON:00019316	hazelnut pollen extract	852281
DRON:00019320	silver ragweed pollen extract	852306
DRON:00019321	Puccinia striiformis allergenic extract	852311
DRON:00019322	kapok tree fiber allergenic extract	852315
DRON:00019324	hackberry pollen extract	852324
DRON:00019325	salt grass pollen extract	852329
DRON:00019326	aspen pollen extract	852339
DRON:00019327	quackgrass pollen extract	852343
DRON:00019329	Fremont cottonwood pollen extract	852355
DRON:00019330	palo verde pollen extract	852359
DRON:00019332	Russian olive pollen extract	852367
DRON:00019333	Chaetomium globosum allergenic extract	466197
DRON:00019334	black cottonwood pollen extract	852376
DRON:00019336	Cladosporium herbarum allergenic extract	466198
DRON:00019337	Cochliobolus sativus allergenic extract	852398
DRON:00019338	Pleospora tarda allergenic extract	852404
DRON:00019339	jute fiber allergenic extract	852412
DRON:00019340	beech pollen extract	852419
DRON:00019343	Epicoccum nigrum allergenic extract	852466
DRON:00019346	Arizona ash pollen extract	852496
DRON:00019347	Haematonectria haematococca allergenic extract	852503
DRON:00019348	sunflower pollen extract	852509
DRON:00019349	velvet grass pollen extract	852514
DRON:00019350	house dust allergenic extract	852519
DRON:00019351	burrobrush pollen extract	852526
DRON:00019355	California black walnut pollen extract	852561
DRON:00019356	black walnut pollen extract	852569
DRON:00019357	English walnut pollen extract	852577
DRON:00019358	mountain cedar pollen extract	852581
DRON:00019359	California juniper pollen extract	852585
DRON:00019360	western juniper pollen extract	852589
DRON:00019361	burning bush pollen extract	852593
DRON:00019362	Utah juniper pollen extract	852597
DRON:00019363	Rocky Mountain juniper pollen extract	852601
DRON:00019364	Koelers grass pollen extract	852605
DRON:00019365	red cedar pollen extract	852609
DRON:00019366	winterfat pollen extract	852613
DRON:00019367	karaya gum extract	852617
DRON:00019368	privet pollen extract	852622
DRON:00019369	sweet gum pollen extract	852627
DRON:00019370	alfalfa pollen extract	852634
DRON:00019371	european olive pollen extract	852653
DRON:00019372	western wheatgrass pollen extract	852659
DRON:00019373	Syrian hamster skin extract	852663
DRON:00019375	bahia grass pollen extract	852673
DRON:00019377	Mucor racemosus allergenic extract	852687
DRON:00019378	house mouse skin extract	852693
DRON:00019379	canary grass pollen extract	852697
DRON:00019380	date palm pollen extract	852704
DRON:00019381	shortleaf pine pollen extract	852709
DRON:00019383	eastern white pine pollen extract	852738
DRON:00019385	eastern sycamore pollen extract	852746
DRON:00019386	western sycamore pollen extract	852750
DRON:00019387	Pleospora betae allergenic extract	852756
DRON:00019388	horse chestnut preparation	317825
DRON:00019389	wheat smut allergenic extract	852797
DRON:00019390	California scrub oak pollen extract	852802
DRON:00019391	salt cedar pollen extract	852806
DRON:00019392	house dust mite extract, Dermatophagoides farinae	852810
DRON:00019394	Chinese elm pollen extract	852844
DRON:00019395	Arizona cypress pollen extract	852814
DRON:00019396	perennial rye grass pollen extract	852819
DRON:00019397	house dust mite extract, Dermatophagoides pteronyssinus	852826
DRON:00019398	Kentucky bluegrass pollen extract	852834
DRON:00019399	boswellia preparation	485858
DRON:00019400	momordicae	853112
DRON:00019402	tourmaline	853142
DRON:00019405	canakinumab	853491
DRON:00019406	pentastarch	816249
DRON:00019407	cat dander allergenic extract	465953
DRON:00019408	Penicillium chrysogenum var. chrysogenum allergenic extract	854130
DRON:00019409	European honey bee venom protein	854163
DRON:00019411	Streptococcus pneumoniae type 1 capsular polysaccharide antigen	854930
DRON:00019412	Streptococcus pneumoniae type 10A capsular polysaccharide antigen	854932
DRON:00019413	Streptococcus pneumoniae type 11A capsular polysaccharide antigen	854934
DRON:00019414	Streptococcus pneumoniae type 12F capsular polysaccharide antigen	854936
DRON:00019415	Streptococcus pneumoniae type 14 capsular polysaccharide antigen	854938
DRON:00019416	Streptococcus pneumoniae type 15B capsular polysaccharide antigen	854940
DRON:00019417	Streptococcus pneumoniae type 17F capsular polysaccharide antigen	854942
DRON:00019418	Streptococcus pneumoniae type 18C capsular polysaccharide antigen	854944
DRON:00019419	Streptococcus pneumoniae type 19A capsular polysaccharide antigen	854946
DRON:00019420	Streptococcus pneumoniae type 19F capsular polysaccharide antigen	854948
DRON:00019421	Streptococcus pneumoniae type 2 capsular polysaccharide antigen	854950
DRON:00019422	Streptococcus pneumoniae type 20 capsular polysaccharide antigen	854952
DRON:00019423	Streptococcus pneumoniae type 22F capsular polysaccharide antigen	854954
DRON:00019424	Streptococcus pneumoniae type 23F capsular polysaccharide antigen	854956
DRON:00019425	Streptococcus pneumoniae type 3 capsular polysaccharide antigen	854958
DRON:00019426	Streptococcus pneumoniae type 33F capsular polysaccharide antigen	854960
DRON:00019427	Streptococcus pneumoniae type 4 capsular polysaccharide antigen	854962
DRON:00019428	Streptococcus pneumoniae type 5 capsular polysaccharide antigen	854964
DRON:00019429	Streptococcus pneumoniae type 6B capsular polysaccharide antigen	854966
DRON:00019430	Streptococcus pneumoniae type 7F capsular polysaccharide antigen	854968
DRON:00019431	Streptococcus pneumoniae type 8 capsular polysaccharide antigen	854970
DRON:00019432	Streptococcus pneumoniae type 9N capsular polysaccharide antigen	854972
DRON:00019433	Streptococcus pneumoniae type 9V capsular polysaccharide antigen	854974
DRON:00019435	cinnamon preparation	285245
DRON:00019436	mineral oil, light	577312
DRON:00019441	Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain	857917
DRON:00019442	Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain	857919
DRON:00019444	Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain	805537
DRON:00019445	Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain	805539
DRON:00019452	abobotulinumtoxinA	860168
DRON:00019453	rimabotulinumtoxinB	860178
DRON:00019454	onabotulinumtoxinA	860189
DRON:00019464	influenza A-California-7-2009-(H1N1)v-like virus vaccine	864701
DRON:00019465	ustekinumab	847083
DRON:00019467	hydroxypropyl chitosan	866459
DRON:00019468	poliovirus vaccine inactivated, type 1 (Mahoney)	763096
DRON:00019469	poliovirus vaccine inactivated, type 2 (MEF-1)	763098
DRON:00019470	poliovirus vaccine inactivated, type 3 (Saukett)	763100
DRON:00019471	prairie sagebrush pollen extract	867142
DRON:00019472	Aspergillus niger extract	466193
DRON:00019473	Cladosporium cladosporioides extract	867198
DRON:00019474	cladosporium sphaerospermum allergenic extract	867202
DRON:00019475	dogfennel pollen extract	867218
DRON:00019476	Fusarium oxysporum vasinfectum allergenic extract	867228
DRON:00019477	Helminthosporium solani allergenic extract	867232
DRON:00019478	southern bayberry pollen extract	867260
DRON:00019479	Mucor plumbeus allergenic extract	314415
DRON:00019480	neurospora intermedia allergenic extract	867274
DRON:00019481	Phoma exigua var. exigua allergenic extract	867284
DRON:00019483	live oak pollen extract	867311
DRON:00019484	rabbit skin extract	867315
DRON:00019485	Rhodotorula rubra allergenic extract	867321
DRON:00019486	black locust pollen extract	867325
DRON:00019487	Saccharomyces cerevisiae extract	867333
DRON:00019489	Stemphylium solani allergenic extract	867349
DRON:00019490	queen palm pollen extract	867353
DRON:00019491	Trichophyton mentagrophytes allergenic extract	867357
DRON:00019492	wheat pollen extract	867361
DRON:00019495	L1 protein, human papillomavirus type 16 vaccine	798264
DRON:00019496	L1 protein, human papillomavirus type 18 vaccine	798266
DRON:00019498	maropitant	715869
DRON:00019500	ofatumumab	712566
DRON:00019503	cocklebur extract	880341
DRON:00019504	krill oil	880350
DRON:00019508	calcium pyruvate	884629
DRON:00019509	ecallantide	658708
DRON:00019514	Agkistrodon piscivorus antivenin	885183
DRON:00019515	Crotalus adamanteus antivenin	885185
DRON:00019516	Crotalus atrox antivenin	885187
DRON:00019517	Crotalus scutulatus antivenin	885189
DRON:00019518	southern ragweed pollen extract	885750
DRON:00019520	arabica coffee bean allergenic extract	891502
DRON:00019521	brazil nut allergenic extract	891514
DRON:00019522	coconut allergenic extract	891611
DRON:00019523	hazelnut allergenic extract	891633
DRON:00019524	kidney bean allergenic extract	891637
DRON:00019525	lima bean allergenic extract	891641
DRON:00019526	mung bean allergenic extract	891647
DRON:00019527	nutmeg allergenic extract	891652
DRON:00019528	peanut allergenic extract	891658
DRON:00019529	soybean allergenic extract	891668
DRON:00019530	string bean allergenic extract	891676
DRON:00019531	English walnut allergenic extract	891687
DRON:00019532	black walnut allergenic extract	891695
DRON:00019533	cocoa bean allergenic extract	891721
DRON:00019534	coffee bean allergenic extract	891727
DRON:00019536	American chestnut allergenic extract	891752
DRON:00019537	apple allergenic extract	891771
DRON:00019538	artichoke allergenic extract	891776
DRON:00019539	asparagus allergenic extract	891796
DRON:00019540	banana allergenic extract	891830
DRON:00019541	butafosfan	819929
DRON:00019542	ponazuril	298983
DRON:00019543	bluefish allergenic extract	892181
DRON:00019544	wine grape allergenic extract	892317
DRON:00019545	pecan allergenic extract	892332
DRON:00019546	Khuskia oryzae allergenic extract	892338
DRON:00019547	angoumois grain moth allergenic extract	892360
DRON:00019548	carrot allergenic extract	892368
DRON:00019549	celery allergenic extract	892372
DRON:00019550	strawberry allergenic extract	892484
DRON:00019551	tomato allergenic extract	892499
DRON:00019552	tuna allergenic extract	892503
DRON:00019553	almond allergenic extract	892507
DRON:00019554	cantaloupe allergenic extract	892517
DRON:00019555	cashew nut allergenic extract	892526
DRON:00019556	clam allergenic extract	892539
DRON:00019557	codfish allergenic extract	892543
DRON:00019558	corn allergenic extract	892547
DRON:00019559	lobster allergenic extract	892561
DRON:00019560	orange allergenic extract	892565
DRON:00019561	peach allergenic extract	892575
DRON:00019562	salmon allergenic extract	892584
DRON:00019563	shrimp allergenic extract	892592
DRON:00019564	beef allergenic extract	892599
DRON:00019565	casein (cow milk) allergenic extract	892604
DRON:00019566	crab allergenic extract	892610
DRON:00019567	egg white (chicken) allergenic extract	892616
DRON:00019568	egg yolk (chicken) allergenic extract	892620
DRON:00019569	pork allergenic extract	892628
DRON:00019570	potato allergenic extract	892632
DRON:00019571	rye allergenic extract	892638
DRON:00019572	chicken allergenic extract	892653
DRON:00019573	rice (whole grain) allergenic extract	892661
DRON:00019574	cow milk allergenic extract	892665
DRON:00019575	Baker's yeast allergenic extract	892674
DRON:00019576	Brewer's yeast allergenic extract	892679
DRON:00019577	California mugwort pollen extract	892734
DRON:00019578	duck feather extract	892851
DRON:00019579	para grass pollen extract	894750
DRON:00019580	goose feather extract	894783
DRON:00019581	grain mill dust allergenic extract	894795
DRON:00019583	chicken feather extract	894934
DRON:00019584	canary feather extract	894961
DRON:00019586	hamster skin extract	895062
DRON:00019587	Mongolian gerbil skin allergenic extract	895070
DRON:00019589	Acacia longifolia pollen extract	853983
DRON:00019590	rat skin extract	895279
DRON:00019591	Cootamundra wattle pollen extract	895353
DRON:00019592	Sydney golden wattle pollen extract	895365
DRON:00019595	domestic goat hair extract	895503
DRON:00019599	white-tailed deer hair extract	895538
DRON:00019601	allspice allergenic extract	895552
DRON:00019602	apricot allergenic extract	895574
DRON:00019603	avocado allergenic extract	895582
DRON:00019604	red delicious apple allergenic extract	895588
DRON:00019605	careless weed pollen extract	851926
DRON:00019607	tocilizumab	612865
DRON:00019610	Morphine Liposomal	477468
DRON:00019612	western ragweed pollen extract	851985
DRON:00019614	common wormwood pollen extract	896213
DRON:00019615	dark leaved mugwort pollen extract	896246
DRON:00019618	allscale pollen extract	897304
DRON:00019619	saltbush pollen extract	897316
DRON:00019620	groundsel pollen extract	897332
DRON:00019621	Mexican tea pollen extract	897391
DRON:00019622	orange pollen extract	897403
DRON:00019623	Scotch broom pollen extract	897499
DRON:00019624	white mulberry pollen extract	852669
DRON:00019625	red mulberry pollen extract	852680
DRON:00019626	yellow pine pollen extract	852716
DRON:00019629	collagenase Clostridium histolyticum	898492
DRON:00019632	basil allergenic extract	899355
DRON:00019633	sugar beet allergenic extract	899359
DRON:00019634	black pepper allergenic extract	899363
DRON:00019635	blackberry allergenic extract	899378
DRON:00019636	blueberry allergenic extract	899382
DRON:00019637	broccoli allergenic extract	899386
DRON:00019638	brussels sprout allergenic extract	899390
DRON:00019639	buckwheat allergenic extract	899394
DRON:00019640	cabbage allergenic extract	899398
DRON:00019641	garlic allergenic extract	899414
DRON:00019642	ginger allergenic extract	899420
DRON:00019643	grapefruit allergenic extract	899424
DRON:00019644	haddock allergenic extract	899428
DRON:00019645	herring allergenic extract	899434
DRON:00019646	lentil allergenic extract	899444
DRON:00019647	lettuce allergenic extract	899448
DRON:00019648	mustard greens allergenic extract	899452
DRON:00019649	mustard seed allergenic extract	899456
DRON:00019650	onion allergenic extract	899466
DRON:00019651	plum allergenic extract	899470
DRON:00019652	honeydew melon allergenic extract	899476
DRON:00019653	hops allergenic extract	899480
DRON:00019654	black-eyed pea allergenic extract	899490
DRON:00019655	box elder maple pollen extract	851740
DRON:00019658	yellow birch pollen extract	899550
DRON:00019659	paper birch pollen extract	899576
DRON:00019660	mulberry pollen extract	899593
DRON:00019661	blue beech pollen extract	899611
DRON:00019662	caraway seed allergenic extract	899637
DRON:00019663	bitternut hickory pollen extract	899645
DRON:00019664	pignut hickory pollen extract	899650
DRON:00019665	cauliflower allergenic extract	899661
DRON:00019666	white hickory pollen extract	852193
DRON:00019667	pecan pollen extract	852272
DRON:00019668	cinnamon allergenic extract	899673
DRON:00019669	clove allergenic extract	899724
DRON:00019670	cranberry allergenic extract	899734
DRON:00019671	cucumber allergenic extract	899738
DRON:00019672	date allergenic extract	899742
DRON:00019673	flounder allergenic extract	899746
DRON:00019674	millet seed allergenic extract	899770
DRON:00019675	paprika allergenic extract	899873
DRON:00019676	parsley allergenic extract	899877
DRON:00019677	pear allergenic extract	899883
DRON:00019678	pineapple allergenic extract	899895
DRON:00019679	raspberry allergenic extract	899906
DRON:00019680	scallop allergenic extract	899916
DRON:00019682	Atlantic cod allergenic extract	900025
DRON:00019683	Atlantic salmon allergenic extract	900031
DRON:00019684	Oregon ash pollen extract	900045
DRON:00019685	white ash pollen extract	852450
DRON:00019686	green ash pollen extract	852491
DRON:00019687	oneseed juniper pollen extract	900108
DRON:00019688	redberry juniper pollen extract	900113
DRON:00019689	tamarack pollen extract	900131
DRON:00019690	giant wild rye pollen extract	900148
DRON:00019695	blue spruce pollen extract	900704
DRON:00019696	lodgepole pine pollen extract	898324
DRON:00019697	slash pine pollen extract	900731
DRON:00019698	western white pine pollen extract	900743
DRON:00019699	Austrian pine pollen extract	900750
DRON:00019700	red pine pollen extract	900754
DRON:00019701	pitch pine pollen extract	900758
DRON:00019702	Scotch pine pollen extract	900764
DRON:00019703	loblolly pine pollen extract	900770
DRON:00019704	Japanese black pine pollen extract	900777
DRON:00019705	maple leaf sycamore pollen extract	900788
DRON:00019706	Lombardy poplar pollen extract	852348
DRON:00019707	white poplar pollen extract	852382
DRON:00019708	Garrys oak pollen extract	900987
DRON:00019709	bur oak pollen extract	900991
DRON:00019710	chesnut oak pollen extract	900995
DRON:00019711	pin oak pollen extract	900999
DRON:00019712	post oak pollen extract	901011
DRON:00019713	Concord grape allergenic extract	901191
DRON:00019714	safflower seed allergenic extract	901195
DRON:00019715	sesame seed allergenic extract	901199
DRON:00019716	sunflower seed allergenic extract	901203
DRON:00019717	red maple pollen extract	851744
DRON:00019718	silver maple pollen extract	851866
DRON:00019719	hard maple pollen extract	851874
DRON:00019720	watermelon allergenic extract	901258
DRON:00019721	white fish allergenic extract	901265
DRON:00019722	swordfish allergenic extract	901283
DRON:00019723	vanilla bean allergenic extract	901291
DRON:00019724	whole wheat allergenic extract	901299
DRON:00019725	sweet cherry allergenic extract	901303
DRON:00019726	sweet potato allergenic extract	901307
DRON:00019727	spearmint allergenic extract	901313
DRON:00019728	spinach allergenic extract	901317
DRON:00019729	red bell pepper allergenic extract	901329
DRON:00019730	rice allergenic extract	901337
DRON:00019731	tapioca starch allergenic extract	901346
DRON:00019732	flaxseed allergenic extract	901351
DRON:00019733	cumin allergenic extract	901365
DRON:00019734	cultivated mushroom allergenic extract	901369
DRON:00019735	lemon allergenic extract	901382
DRON:00019736	common carp allergenic extract	901390
DRON:00019737	yellow dock pollen extract	852209
DRON:00019738	sheep sorrel pollen extract	852213
DRON:00019739	Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine	901505
DRON:00019740	Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine	901507
DRON:00019741	Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine	901509
DRON:00019742	Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine	901511
DRON:00019743	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine	798220
DRON:00019744	Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine	798222
DRON:00019745	Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine	798224
DRON:00019746	Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine	798226
DRON:00019747	Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine	798228
DRON:00019748	Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine	798230
DRON:00019749	Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine	798232
DRON:00019750	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine	901620
DRON:00019751	Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine	901624
DRON:00019752	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine	901628
DRON:00019753	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine	901631
DRON:00019754	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine	901633
DRON:00019755	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine	901636
DRON:00019756	velaglucerase alfa	901805
DRON:00019758	common cocklebur pollen extract	902215
DRON:00019759	broad leaved paperbark pollen extract	903913
DRON:00019760	Echinacea purpurea extract	260025
DRON:00019761	ginger extract	285241
DRON:00019762	black olive allergenic extract	974650
DRON:00019763	green bell pepper allergenic extract	862478
DRON:00019764	turnip allergenic extract	883414
DRON:00019765	turkey allergenic extract	975119
DRON:00019766	carob allergenic extract	904498
DRON:00019767	egg (chicken) allergenic extract	904507
DRON:00019768	eggplant allergenic extract	972601
DRON:00019769	karaya gum allergenic extract	904554
DRON:00019770	lamb allergenic extract	971849
DRON:00019771	oyster allergenic extract	973274
DRON:00019772	pistachio nut allergenic extract	904606
DRON:00019773	squash allergenic extract	975509
DRON:00019774	thyme allergenic extract	974527
